YEAR,state,county,MOVEDNET,FROMABROAD,POP1YR,TODIFFSTATE,FROMDIFFSTATE,POP1YRAGO
2011,13,303,-15.0,22,21005,297,94,21043
2011,13,305,259.0,67,29560,1131,877,29220
2011,13,307,54.0,10,2760,14,62,2696
2011,13,309,-382.0,13,7276,91,30,7645
2011,13,311,354.0,10,26573,357,349,26232
2011,13,313,978.0,88,99795,1255,1588,98639
2011,13,315,513.0,48,9041,34,165,8494
2011,13,317,258.0,0,10419,75,125,10161
2011,13,319,-436.0,18,9471,82,38,9889
2011,13,321,715.0,0,21424,307,732,20712
2011,15,1,-1985.0,1009,180971,5794,4684,181881
2011,15,3,-3368.0,14274,931988,46761,41029,922149
2011,15,5,-42.0,0,57,45,0,99
2011,15,7,-431.0,744,65463,1961,1868,65228
2011,15,9,-313.0,1031,150769,5985,5061,150737
2011,16,1,2609.0,2543,382719,13455,15005,378081
2011,16,3,130.0,3,3954,43,90,3821
2011,16,5,1703.0,272,80392,3334,3089,78401
2011,16,7,44.0,14,5911,209,344,5848
2011,16,9,210.0,7,9181,200,437,8939
2011,16,11,-183.0,65,44411,1031,1291,44433
2011,16,13,-618.0,409,21097,989,582,21332
2011,16,15,-328.0,4,7016,277,236,7376
2011,16,17,-1635.0,64,40414,2128,1274,41876
2011,16,19,1093.0,408,100527,2442,3292,99001
2011,16,21,-315.0,11,10727,318,248,10970
2011,16,23,-34.0,10,2821,118,101,2853
2011,16,25,81.0,0,1217,0,16,1136
2011,16,27,1857.0,972,182866,5449,5919,179925
2011,16,29,-131.0,29,6793,294,242,6889
2011,16,31,34.0,148,22143,756,826,21972
2011,16,33,-25.0,0,822,14,6,833
2011,16,35,7.0,0,8701,163,262,8670
2011,16,37,-99.0,22,4265,92,161,4356
2011,16,39,27.0,653,26287,1407,1819,25629
2011,16,41,-91.0,85,12531,768,775,12565
2011,16,43,-110.0,47,12883,359,342,13004
2011,16,45,-279.0,0,16670,734,361,16959
2011,16,47,-538.0,35,14937,479,194,15416
2011,16,49,415.0,9,16008,261,577,15585
2011,16,51,393.0,114,24762,285,560,24219
2011,16,53,-255.0,13,21474,354,368,21714
2011,16,55,333.0,221,135143,5516,5727,134534
2011,16,57,1326.0,251,36515,3102,3211,35005
2011,16,59,-219.0,13,7832,383,128,8036
2011,16,61,-29.0,0,3753,134,128,3782
2011,16,63,8.0,16,5034,66,141,5010
2011,16,65,902.0,800,36253,3393,4978,34863
2011,16,67,102.0,73,19506,179,405,19346
2011,16,69,549.0,21,38582,1481,1733,38019
2011,16,71,-51.0,0,4147,222,300,4218
2011,16,73,356.0,11,11301,185,169,10934
2011,16,75,-601.0,132,22204,1172,1055,22808
2011,16,77,-97.0,41,7491,169,125,7543
2011,16,79,90.0,0,12731,353,322,12637
2011,16,81,526.0,7,9591,333,784,9084
2011,16,83,-129.0,728,75007,1585,2340,74418
2011,16,85,-124.0,18,9781,172,418,10081
2011,16,87,-47.0,21,10043,358,376,10047
2011,17,1,-853.0,87,66291,1567,1174,67124
2011,17,3,-295.0,0,8234,552,215,8547
2011,17,5,-254.0,5,17546,586,391,17755
2011,17,7,-226.0,125,53482,770,559,53516
2011,17,9,821.0,19,6834,70,49,6015
2011,17,11,-181.0,81,34678,381,398,34742
2011,17,13,44.0,15,5019,89,23,4970
2011,17,15,-421.0,28,15335,444,134,15654
2011,17,17,218.0,328,13558,292,243,13022
2011,17,19,2642.0,3926,197030,7354,6052,190077
2011,17,21,237.0,29,34490,447,490,34214
2011,17,23,-306.0,1,16304,172,274,16686
2011,17,25,-264.0,5,13736,156,77,13995
2011,17,27,-131.0,75,37191,444,493,37274
2011,17,29,2247.0,55,53120,1122,789,50873
2011,17,31,-75546.0,36085,5115579,122172,87677,5152343
2011,17,33,345.0,40,19605,349,683,19267
2011,17,35,439.0,0,10878,62,59,10439
2011,17,37,4743.0,614,103079,2005,1980,97875
2011,17,39,-196.0,16,16352,131,104,16529
2011,17,41,294.0,32,19669,190,262,19307
2011,17,43,-2700.0,5601,903208,20500,16730,899322
2011,17,45,-198.0,38,18446,562,328,18596
2011,17,47,-131.0,2,6621,80,36,6712
2011,17,49,-343.0,31,33706,258,302,34110
2011,17,51,160.0,3,21879,181,346,21743
2011,17,53,-128.0,23,13946,219,97,14051
2011,17,55,43.0,85,39153,343,575,39059
2011,17,57,70.0,69,36829,427,320,36791
2011,17,59,-45.0,1,5637,114,175,5727
2011,17,61,-328.0,0,13829,100,112,14165
2011,17,63,387.0,132,48659,762,437,48042
2011,17,65,-104.0,0,8345,90,37,8449
2011,17,67,-102.0,18,18948,451,496,19040
2011,17,69,17.0,0,4316,63,46,4299
2011,17,71,325.0,5,7336,61,280,7003
2011,17,73,-16.0,95,49868,944,934,49672
2011,17,75,-105.0,70,29574,193,344,29635
2011,17,77,3032.0,399,59131,2097,1717,55744
2011,17,79,-4.0,10,9539,89,145,9513
2011,17,81,-261.0,106,38633,627,619,38715
2011,17,83,-433.0,68,22669,377,338,23028
2011,17,85,-460.0,12,22468,825,627,22864
2011,17,87,777.0,0,12602,190,245,11967
2011,17,89,1947.0,2677,502880,9271,6070,497777
2011,17,91,370.0,192,111246,2789,1756,110641
2011,17,93,2476.0,467,108936,1268,1643,105863
2011,17,95,-782.0,177,52341,961,599,52796
2011,17,97,-4941.0,4182,691804,23158,19730,690938
2011,17,99,-544.0,154,112681,1091,1142,112959
2011,17,101,912.0,36,16667,310,127,15765
2011,17,103,-93.0,15,35688,505,385,35704
2011,17,105,1138.0,68,38416,173,225,37223
2011,17,107,1324.0,54,30026,458,269,28680
2011,17,109,2586.0,208,32429,949,835,29580
2011,17,111,-4891.0,764,304074,7140,3828,307084
2011,17,113,3934.0,800,166165,3651,2835,161196
2011,17,115,-349.0,168,109229,2240,1625,109346
2011,17,117,262.0,106,47429,446,481,47121
2011,17,119,-1054.0,399,265089,7217,5029,265597
2011,17,121,-780.0,85,39003,535,411,39683
2011,17,123,-104.0,12,12587,146,92,12688
2011,17,125,-278.0,30,14606,125,194,14812
2011,17,127,-446.0,18,15249,803,486,15677
2011,17,129,222.0,36,12599,55,91,12367
2011,17,131,-557.0,1,16306,446,156,16855
2011,17,133,-300.0,34,32336,1043,554,32593
2011,17,135,1225.0,12,29805,308,428,28571
2011,17,137,809.0,139,35343,292,540,34420
2011,17,139,24.0,0,14613,64,70,14589
2011,17,141,-694.0,51,53072,879,705,53782
2011,17,143,-448.0,1183,183072,4318,4049,182696
2011,17,145,577.0,18,22141,434,132,21499
2011,17,147,38.0,15,16474,309,153,16450
2011,17,149,203.0,34,16353,126,312,16116
2011,17,151,6.0,7,4408,0,69,4398
2011,17,153,-291.0,0,6124,258,33,6420
2011,17,155,30.0,61,5938,95,25,5866
2011,17,157,-222.0,34,33174,607,339,33210
2011,17,159,-39.0,79,16039,242,296,15999
2011,17,161,-1029.0,704,145626,5567,3781,146109
2011,17,163,-735.0,932,264514,7876,7998,264527
2011,17,165,208.0,27,24725,326,208,24495
2011,17,167,38.0,909,194099,4574,3409,193299
2011,17,169,-136.0,7,7409,10,52,7547
2011,17,171,-345.0,4,5305,7,4,5646
2011,17,173,-257.0,29,22153,120,146,22357
2011,17,175,-28.0,6,5923,103,89,5914
2011,17,177,-318.0,12,47350,1104,804,47414
2011,17,179,-76.0,128,132948,1968,1819,133048
2011,17,181,458.0,31,17725,260,310,17281
2011,17,183,-409.0,176,80849,1486,1390,81150
2011,17,185,14.0,23,11961,163,175,11887
2011,17,187,62.0,17,17612,319,407,17551
2011,17,189,-77.0,2,14583,238,110,14657
2011,17,191,-506.0,14,16693,510,62,17210
2011,17,193,179.0,53,14574,214,372,14363
2011,17,195,-1098.0,9,57861,1488,641,58875
2011,17,197,-8518.0,2694,665413,11562,6692,669898
2011,17,199,808.0,53,65289,1281,1625,64522
2011,17,201,-2716.0,792,291540,6859,4761,292441
2011,17,203,175.0,231,38079,514,311,37624
2011,18,1,-435.0,13,33602,446,357,34044
2011,18,3,-3326.0,1224,348291,7257,6378,351258
2011,18,5,1114.0,588,75603,1248,2080,73941
2011,18,7,-234.0,36,8699,112,209,8897
2011,18,9,-228.0,12,12638,386,207,12974
2011,18,11,-611.0,46,55062,955,824,55679
2011,18,13,-247.0,13,15146,335,238,15368
2011,18,15,-79.0,28,19877,380,276,19941
2011,18,17,-1465.0,198,38443,458,216,39749
2011,18,19,-1580.0,154,107504,3643,2780,109069
2011,18,21,-448.0,10,26570,516,300,26979
2011,18,23,-311.0,96,32597,590,322,32728
2011,18,25,30.0,0,10620,125,150,10604
2011,18,27,0.0,0,30780,216,215,30813
2011,18,29,-292.0,40,49333,1556,1807,49513
2011,18,31,-296.0,36,25353,155,457,25661
2011,18,33,-227.0,15,41761,547,437,41994
2011,18,35,4142.0,417,116487,2800,2619,111786
2011,18,37,-717.0,87,41453,285,687,42089
2011,18,39,-1157.0,510,194645,4539,4186,195454
2011,18,41,-320.0,52,24071,722,230,24350
2011,18,43,203.0,166,73193,1864,2530,72913
2011,18,45,-758.0,0,17112,345,393,17877
2011,18,47,-78.0,98,22968,561,549,22945
2011,18,49,-99.0,29,20596,325,311,20674
2011,18,51,190.0,82,33098,481,685,32868
2011,18,53,450.0,219,69268,1295,1505,68747
2011,18,55,186.0,46,32592,371,433,32390
2011,18,57,1493.0,1165,265006,6530,6021,262254
2011,18,59,125.0,139,68225,701,875,68005
2011,18,61,-1134.0,55,38391,1085,503,39330
2011,18,63,1814.0,713,141206,2209,2479,138828
2011,18,65,515.0,18,48587,455,749,48125
2011,18,67,-281.0,112,82053,1351,1123,82179
2011,18,69,-125.0,58,36824,552,599,36943
2011,18,71,-254.0,380,41594,396,549,41522
2011,18,73,37.0,32,32957,538,419,32867
2011,18,75,-670.0,0,21115,332,330,21806
2011,18,77,248.0,45,32144,851,740,31889
2011,18,79,111.0,45,27986,316,414,27830
2011,18,81,1670.0,414,136589,2172,2529,135085
2011,18,83,1206.0,112,38147,459,845,36908
2011,18,85,157.0,275,76149,965,1196,75937
2011,18,87,184.0,111,36172,585,583,35993
2011,18,89,-3428.0,1023,488628,14829,16229,491072
2011,18,91,1730.0,133,109957,2115,1854,108061
2011,18,93,179.0,55,45674,322,507,45514
2011,18,95,-611.0,267,130310,2387,1832,130686
2011,18,97,-5278.0,5241,884203,19135,17015,885589
2011,18,99,-780.0,139,46221,804,369,46870
2011,18,101,186.0,38,10224,133,377,10005
2011,18,103,408.0,0,36595,516,632,36262
2011,18,105,10515.0,1899,135055,5994,8113,123276
2011,18,107,-281.0,74,37777,744,496,37911
2011,18,109,-561.0,46,68272,941,618,68682
2011,18,111,-72.0,4,14090,271,279,14012
2011,18,113,-132.0,59,46773,674,576,46864
2011,18,115,-139.0,7,6014,143,69,6146
2011,18,117,204.0,50,19634,359,331,19419
2011,18,119,319.0,13,21402,331,187,21067
2011,18,121,85.0,29,17114,97,148,17018
2011,18,123,-108.0,0,19128,427,150,19235
2011,18,125,-22.0,2,12696,31,174,12802
2011,18,127,368.0,502,161479,4030,3741,160771
2011,18,129,-579.0,43,25597,341,433,26122
2011,18,131,-304.0,26,13419,227,186,13710
2011,18,133,538.0,166,37635,894,863,37072
2011,18,135,-848.0,45,25944,903,318,26727
2011,18,137,-325.0,30,28196,435,596,28494
2011,18,139,74.0,4,17269,153,149,17218
2011,18,141,2777.0,1213,263846,7563,9751,261371
2011,18,143,-420.0,17,23860,298,290,24324
2011,18,145,-139.0,77,43690,574,658,43753
2011,18,147,-578.0,1,20708,240,301,21337
2011,18,149,298.0,23,23073,354,485,22820
2011,18,151,46.0,45,33819,1020,1003,33869
2011,18,153,89.0,47,21320,277,97,21162
2011,18,155,118.0,0,10359,314,148,10241
2011,18,157,4379.0,2765,168511,6775,6593,161459
2011,18,159,-524.0,0,15889,125,128,16407
2011,18,161,5.0,3,7400,73,60,7392
2011,18,163,1323.0,298,176367,4417,4635,174802
2011,18,165,-112.0,25,16197,180,104,16277
2011,18,167,-447.0,329,106104,3411,2706,106137
2011,18,169,729.0,63,32611,350,528,31922
2011,18,171,-90.0,0,8458,152,45,8548
2011,18,173,168.0,198,58338,1045,1165,57969
2011,18,175,-64.0,11,27806,770,486,27536
2011,18,177,504.0,227,67996,1600,2314,67373
2011,18,179,-539.0,9,27492,502,276,27967
2011,18,181,-896.0,41,24266,839,284,25116
2011,18,183,-379.0,58,32785,382,313,33042
2011,19,1,-416.0,2,7645,28,64,8061
2011,19,3,7.0,7,4028,0,57,4014
2011,19,5,-16.0,172,14153,246,285,14004
2011,19,7,-1.0,0,12743,247,384,12732
2011,19,9,-325.0,7,6108,171,38,6410
2011,19,11,-615.0,27,25837,362,124,26396
2011,19,13,2182.0,557,128278,2168,2584,125763
2011,19,15,396.0,78,26042,258,412,25615
2011,19,17,389.0,92,23983,305,375,23458
2011,19,19,-39.0,48,20715,160,305,20661
2011,19,21,-219.0,204,19679,577,732,19641
2011,19,23,24.0,3,14740,187,136,14732
2011,19,25,-250.0,24,9647,225,79,9861
2011,19,27,108.0,5,20556,218,246,20452
2011,19,29,-86.0,43,13713,283,191,13777
2011,19,31,-51.0,21,18249,80,237,18284
2011,19,33,-202.0,5,43697,1028,758,43654
2011,19,35,152.0,30,11982,302,246,11784
2011,19,37,-574.0,30,12291,228,78,12819
2011,19,39,-171.0,17,9215,109,100,9345
2011,19,41,-513.0,16,16518,524,342,16999
2011,19,43,-154.0,22,17946,378,389,18152
2011,19,45,-319.0,22,48556,1097,1195,48729
2011,19,47,-332.0,31,16784,302,151,16994
2011,19,49,2054.0,83,63320,1095,1519,61217
2011,19,51,26.0,4,8595,79,63,8588
2011,19,53,23.0,26,8395,303,398,8318
2011,19,55,-639.0,0,17626,111,42,18235
2011,19,57,173.0,15,39715,881,1158,39540
2011,19,59,-191.0,9,16531,582,584,16884
2011,19,61,-448.0,292,91779,3236,2989,92328
2011,19,63,-108.0,9,10236,413,265,10328
2011,19,65,791.0,53,20696,264,511,19934
2011,19,67,245.0,23,16039,129,343,15764
2011,19,69,-195.0,57,10635,190,67,10780
2011,19,71,-97.0,12,7372,205,140,7446
2011,19,73,221.0,24,9229,68,126,8972
2011,19,75,50.0,11,12243,232,92,12207
2011,19,77,-150.0,10,10883,31,109,11031
2011,19,79,33.0,9,15554,166,363,15543
2011,19,81,354.0,29,11313,68,116,10968
2011,19,83,-67.0,13,17386,112,191,17443
2011,19,85,-597.0,8,14881,321,226,15474
2011,19,87,-238.0,83,20060,412,386,20287
2011,19,89,214.0,25,9461,74,204,9281
2011,19,91,324.0,2,9774,139,298,9434
2011,19,93,-58.0,7,7043,56,98,7132
2011,19,95,319.0,24,16183,204,508,15976
2011,19,97,-929.0,20,19671,524,201,20414
2011,19,99,-400.0,42,36498,485,740,36852
2011,19,101,-190.0,163,16523,534,716,16535
2011,19,103,5866.0,1548,127512,5928,7370,120453
2011,19,105,-222.0,5,20459,590,388,20706
2011,19,107,-352.0,13,10424,165,111,10769
2011,19,109,-190.0,0,15425,286,102,15541
2011,19,111,-187.0,110,35416,1055,889,35444
2011,19,113,255.0,854,207214,3519,4779,206318
2011,19,115,-242.0,90,11431,126,170,11536
2011,19,117,-448.0,17,8926,213,197,9355
2011,19,119,33.0,13,11382,265,216,11367
2011,19,121,-256.0,61,15428,101,55,15623
2011,19,123,-61.0,49,22002,376,518,21915
2011,19,125,317.0,84,33030,785,729,32760
2011,19,127,-272.0,125,39882,961,789,39783
2011,19,129,-845.0,2,14962,573,318,15811
2011,19,131,-139.0,29,10557,150,107,10626
2011,19,133,-4.0,2,9198,87,179,9208
2011,19,135,235.0,0,7862,80,123,7654
2011,19,137,-111.0,12,10643,394,158,10738
2011,19,139,-188.0,83,42150,767,1189,42253
2011,19,141,184.0,62,14204,342,261,14082
2011,19,143,-92.0,0,6456,139,142,6514
2011,19,145,-20.0,6,15831,411,568,15858
2011,19,147,181.0,4,9405,30,103,9242
2011,19,149,-650.0,33,24603,784,449,25235
2011,19,151,107.0,30,7362,91,181,7270
2011,19,153,3048.0,2551,419600,9012,10441,414818
2011,19,155,-627.0,164,91137,4105,2993,91627
2011,19,157,-461.0,151,18809,448,650,19058
2011,19,159,37.0,8,5073,31,62,5031
2011,19,161,-219.0,8,10255,331,86,10457
2011,19,163,338.0,768,161439,5639,6315,160071
2011,19,165,-146.0,10,12099,220,321,12235
2011,19,167,-209.0,129,32996,838,967,33063
2011,19,169,4378.0,1046,87643,3931,4862,82821
2011,19,171,-371.0,17,17574,183,221,17873
2011,19,173,47.0,10,6302,156,177,6253
2011,19,175,-244.0,3,12360,230,383,12558
2011,19,177,-366.0,7,7535,118,200,7891
2011,19,179,-627.0,70,34932,681,596,35495
2011,19,181,972.0,117,45384,471,570,44424
2011,19,183,-48.0,24,21490,407,436,21511
2011,19,185,-124.0,0,6308,188,56,6421
2011,19,187,-872.0,62,37772,1113,798,38486
2011,19,189,-192.0,6,10838,298,414,11083
2011,19,191,764.0,47,20843,535,920,20437
2011,19,193,1012.0,168,100105,3877,3660,98883
2011,19,195,-38.0,2,7496,82,71,7481
2011,19,197,-379.0,49,13106,225,193,13454
2011,20,1,-434.0,4,13271,274,210,13701
2011,20,3,48.0,5,7988,254,101,7940
2011,20,5,-5.0,0,16572,292,380,16581
2011,20,7,35.0,3,4806,57,103,4770
2011,20,9,301.0,80,27241,443,524,26867
2011,20,11,-75.0,39,14792,314,228,14724
2011,20,13,-246.0,11,9819,387,207,10043
2011,20,15,-71.0,108,64661,1236,1670,64533
2011,20,17,9.0,0,2763,78,54,2771
2011,20,19,-168.0,15,3670,147,217,3826
2011,20,21,143.0,4,21458,737,925,21325
2011,20,23,-25.0,4,2735,87,80,2756
2011,20,25,-96.0,0,2175,77,111,2278
2011,20,27,-347.0,99,8405,271,119,8563
2011,20,29,236.0,54,9346,145,216,9049
2011,20,31,264.0,8,8497,219,237,8181
2011,20,33,-99.0,17,1898,88,15,1980
2011,20,35,840.0,54,35766,833,1068,34904
2011,20,37,-224.0,176,38545,1471,1349,38605
2011,20,39,50.0,5,2973,10,127,2919
2011,20,41,-373.0,45,19469,860,796,19634
2011,20,43,102.0,34,7886,382,444,7730
2011,20,45,2267.0,1170,108629,4482,4358,105073
2011,20,47,-156.0,5,3026,34,27,3177
2011,20,49,110.0,0,2862,76,83,2752
2011,20,51,975.0,125,27998,674,846,26973
2011,20,53,-91.0,13,6419,194,30,6497
2011,20,55,665.0,108,35672,778,1035,34968
2011,20,57,334.0,145,32430,806,1152,32010
2011,20,59,792.0,60,25555,397,851,24904
2011,20,61,-1125.0,902,31342,3713,3245,31331
2011,20,63,-139.0,0,2685,122,60,2793
2011,20,65,-91.0,2,2604,45,129,2693
2011,20,67,-281.0,0,7653,258,145,7835
2011,20,69,-240.0,12,5821,204,204,6040
2011,20,71,-76.0,5,1223,58,23,1294
2011,20,73,-40.0,2,6684,232,78,6768
2011,20,75,13.0,20,2606,50,83,2548
2011,20,77,154.0,11,5905,60,129,5741
2011,20,79,-244.0,73,34075,619,550,34263
2011,20,81,72.0,42,4143,53,80,4034
2011,20,83,62.0,0,1926,47,54,1878
2011,20,85,41.0,0,13246,83,125,13205
2011,20,87,-60.0,29,18715,355,255,18749
2011,20,89,-485.0,3,3083,536,63,3565
2011,20,91,803.0,2914,531408,21428,22607,527963
2011,20,93,-41.0,17,3911,85,70,3936
2011,20,95,-228.0,0,7810,106,123,8116
2011,20,97,-181.0,0,2557,48,72,2738
2011,20,99,462.0,52,21411,400,452,20893
2011,20,101,-292.0,0,1503,56,50,1795
2011,20,103,4588.0,1315,74474,4270,6742,69093
2011,20,105,76.0,5,3250,1,55,3172
2011,20,107,-341.0,0,9614,99,351,9964
2011,20,109,-82.0,0,2745,36,105,2827
2011,20,111,150.0,314,34053,735,941,33497
2011,20,113,-841.0,84,28939,593,745,29687
2011,20,115,285.0,29,12483,153,297,12199
2011,20,117,-345.0,10,10028,334,103,10336
2011,20,119,43.0,14,4481,179,116,4384
2011,20,121,-215.0,7,32036,801,673,32272
2011,20,123,254.0,2,6360,104,240,6101
2011,20,125,785.0,34,34922,1276,1661,34207
2011,20,127,153.0,10,5854,143,140,5735
2011,20,129,201.0,0,3189,53,265,2988
2011,20,131,180.0,5,10040,25,199,9855
2011,20,133,-290.0,12,16388,295,374,16674
2011,20,135,-45.0,0,3075,47,26,3122
2011,20,137,363.0,6,5630,44,234,5265
2011,20,139,-186.0,72,16136,223,120,16228
2011,20,141,82.0,7,3843,36,123,3763
2011,20,143,-86.0,0,6061,48,114,6147
2011,20,145,-26.0,15,6930,130,140,6952
2011,20,147,-119.0,0,5542,252,161,5678
2011,20,149,156.0,25,20855,393,355,20642
2011,20,151,139.0,17,9530,136,199,9379
2011,20,153,-157.0,0,2533,124,38,2690
2011,20,155,-158.0,191,63304,1785,1258,63188
2011,20,157,186.0,4,4977,4,236,4783
2011,20,159,50.0,6,9922,124,383,9871
2011,20,161,393.0,1760,69402,6578,5077,67441
2011,20,163,-146.0,7,5130,26,59,5269
2011,20,165,107.0,3,3253,12,68,3168
2011,20,167,-157.0,0,6844,226,109,7020
2011,20,169,78.0,68,54575,836,1533,54390
2011,20,171,-9.0,0,5006,73,61,4991
2011,20,173,-3823.0,1959,484171,13022,10567,486757
2011,20,175,540.0,100,22256,965,1431,21647
2011,20,177,87.0,553,174139,3613,4132,173541
2011,20,179,8.0,0,2521,40,83,2513
2011,20,181,-122.0,0,5940,372,208,6118
2011,20,183,57.0,1,3869,8,22,3812
2011,20,185,-176.0,0,4370,161,32,4546
2011,20,187,-43.0,12,2122,58,29,2153
2011,20,189,436.0,12,5463,123,344,5015
2011,20,191,-270.0,15,23783,422,291,24029
2011,20,193,134.0,36,7701,178,252,7485
2011,20,195,155.0,6,2936,0,64,2775
2011,20,197,-1.0,6,6947,14,43,6942
2011,20,199,-49.0,0,1472,0,13,1521
2011,20,201,-83.0,17,5746,87,59,5812
2011,20,203,73.0,0,2178,38,138,2105
2011,20,205,-289.0,0,9360,88,146,9646
2011,20,207,41.0,3,3286,92,39,3198
2011,20,209,-233.0,1072,153769,6827,6724,152949
2011,21,1,-62.0,0,18461,342,438,18507
2011,21,3,278.0,0,19600,406,433,19349
2011,21,5,147.0,14,21057,174,57,20896
2011,21,7,117.0,11,8132,44,169,8052
2011,21,9,-361.0,108,41471,490,350,41795
2011,21,11,-181.0,28,11395,224,40,11535
2011,21,13,-101.0,0,28344,783,571,28471
2011,21,15,1641.0,764,115819,3415,3340,113785
2011,21,17,-74.0,100,19729,178,207,19706
2011,21,19,104.0,70,48936,1749,1878,48894
2011,21,21,834.0,29,27991,385,1019,27279
2011,21,23,-341.0,46,8306,273,110,8608
2011,21,25,157.0,11,14015,178,135,13867
2011,21,27,-585.0,19,19810,450,375,20323
2011,21,29,508.0,47,72874,1149,1256,72413
2011,21,31,187.0,22,12585,92,158,12388
2011,21,33,86.0,21,12735,162,103,12664
2011,21,35,1981.0,445,36636,819,1893,34426
2011,21,37,-650.0,167,88287,2311,2581,88854
2011,21,39,9.0,0,5061,16,28,5052
2011,21,41,35.0,67,10739,407,516,10726
2011,21,43,-125.0,0,27400,318,563,27526
2011,21,45,72.0,0,15733,213,96,15674
2011,21,47,-1175.0,2173,71884,9181,7702,71267
2011,21,49,474.0,0,35002,321,845,34603
2011,21,51,-135.0,15,21773,182,305,21893
2011,21,53,-60.0,5,10092,137,129,10129
2011,21,55,-393.0,6,9281,385,78,9668
2011,21,57,-96.0,24,6863,151,67,6935
2011,21,59,-72.0,53,94895,1658,1334,94884
2011,21,61,462.0,25,12001,157,273,11516
2011,21,63,75.0,16,7534,50,0,7435
2011,21,65,-487.0,0,14528,66,71,15008
2011,21,67,4128.0,3047,288636,9014,10099,282495
2011,21,69,-480.0,44,14217,169,307,14687
2011,21,71,124.0,35,39155,523,514,38993
2011,21,73,1065.0,155,48601,775,1188,47531
2011,21,75,-99.0,6,6777,356,290,6880
2011,21,77,-211.0,13,8393,73,212,8640
2011,21,79,-36.0,35,16710,46,155,16744
2011,21,81,-185.0,25,24141,484,255,24279
2011,21,83,-1168.0,148,36654,1132,521,37666
2011,21,85,-326.0,28,25470,320,564,25690
2011,21,87,-160.0,7,11230,196,139,11366
2011,21,89,-264.0,23,36660,735,779,36935
2011,21,91,157.0,7,8443,100,130,8272
2011,21,93,2083.0,1581,101424,5677,7821,98281
2011,21,95,-222.0,10,29063,285,297,29207
2011,21,97,112.0,4,18620,379,188,18566
2011,21,99,-65.0,6,17887,161,219,17919
2011,21,101,-89.0,10,45481,1219,1175,45573
2011,21,103,-12.0,48,15291,60,101,15259
2011,21,105,58.0,0,4849,191,80,4794
2011,21,107,-212.0,31,46411,913,674,46614
2011,21,109,-82.0,0,13344,194,194,13426
2011,21,111,5520.0,3684,726086,15509,20183,718139
2011,21,113,676.0,222,47326,923,1357,46290
2011,21,115,-413.0,7,23071,173,201,23451
2011,21,117,1043.0,335,156501,4148,5501,155005
2011,21,119,192.0,20,16282,150,195,16075
2011,21,121,49.0,70,31375,143,458,31231
2011,21,123,-296.0,39,14059,146,175,14348
2011,21,125,333.0,12,57710,889,1098,57374
2011,21,127,405.0,26,15744,172,401,15313
2011,21,129,-288.0,0,7743,175,149,8006
2011,21,131,-224.0,0,11278,275,150,11392
2011,21,133,-256.0,16,24119,239,218,24332
2011,21,135,217.0,69,13841,259,438,13662
2011,21,137,-368.0,0,24513,387,143,24863
2011,21,139,11.0,0,9474,94,145,9463
2011,21,141,-224.0,29,26474,781,866,26671
2011,21,143,-173.0,0,8332,146,107,8505
2011,21,145,1386.0,72,64683,1380,2324,63343
2011,21,147,496.0,24,18040,581,807,17469
2011,21,149,-307.0,4,9495,184,199,9758
2011,21,151,2437.0,320,81111,1744,2422,78640
2011,21,153,-287.0,0,13005,267,208,13289
2011,21,155,-479.0,7,19476,258,101,19946
2011,21,157,-68.0,34,31109,331,514,31168
2011,21,159,289.0,20,12950,539,514,12588
2011,21,161,279.0,35,17271,180,596,16993
2011,21,163,948.0,307,28648,611,1655,27546
2011,21,165,38.0,12,6316,152,170,6305
2011,21,167,720.0,17,20976,101,358,20254
2011,21,169,-514.0,16,10012,17,24,10519
2011,21,171,-251.0,0,10945,347,269,11201
2011,21,173,-389.0,45,25871,378,648,26250
2011,21,175,651.0,8,13877,48,281,13239
2011,21,177,-556.0,35,31125,416,298,31618
2011,21,179,269.0,37,42376,937,701,42308
2011,21,181,-205.0,5,6986,22,89,7186
2011,21,183,-492.0,9,23626,284,199,24111
2011,21,185,183.0,225,59059,1196,1529,58645
2011,21,187,-237.0,109,10720,15,232,10879
2011,21,189,-130.0,0,4712,3,5,4842
2011,21,191,-6.0,10,14662,110,224,14656
2011,21,193,-280.0,26,28355,459,292,28585
2011,21,195,328.0,83,64353,1117,1322,64097
2011,21,197,-374.0,0,12548,246,219,13051
2011,21,199,-329.0,140,61987,1033,811,62212
2011,21,201,-231.0,0,2168,59,4,2397
2011,21,203,126.0,26,16904,132,244,16753
2011,21,205,1094.0,11,22813,769,771,21588
2011,21,207,-655.0,13,17325,244,197,17967
2011,21,209,2403.0,106,45655,611,868,43208
2011,21,211,-317.0,256,41074,822,923,41131
2011,21,213,709.0,12,17078,273,1245,16362
2011,21,215,-51.0,0,16696,144,146,16715
2011,21,217,716.0,93,24103,107,475,23454
2011,21,219,274.0,115,12168,347,284,11847
2011,21,221,321.0,0,14092,320,326,13755
2011,21,223,381.0,37,8779,199,465,8378
2011,21,225,1147.0,19,14889,361,1286,13772
2011,21,227,4593.0,571,110379,2611,4303,105424
2011,21,229,190.0,13,11437,95,161,11196
2011,21,231,314.0,1,20605,98,535,20501
2011,21,233,-67.0,33,13568,119,312,13603
2011,21,235,303.0,45,35534,574,1155,35338
2011,21,237,-392.0,0,7249,34,27,7629
2011,21,239,-400.0,30,24426,364,280,24730
