YEAR,state,county,MOVEDNET,FROMABROAD,POP1YR,TODIFFSTATE,FROMDIFFSTATE,POP1YRAGO
2013,49,55,-381.0,37,2736,305,93,3086
2013,49,57,-1474.0,893,229828,5049,4181,230216
2013,50,1,57.0,421,36532,1329,1479,36054
2013,50,3,306.0,56,36541,1130,1446,36179
2013,50,5,636.0,71,30950,529,890,30243
2013,50,7,2224.0,1076,156136,6273,7727,152836
2013,50,9,2.0,18,6233,238,242,6213
2013,50,11,-966.0,37,47415,1291,589,48344
2013,50,13,-136.0,10,6915,194,155,7041
2013,50,15,228.0,125,24416,492,922,24063
2013,50,17,-786.0,35,28776,1142,475,29527
2013,50,19,278.0,44,26832,338,578,26510
2013,50,21,220.0,119,60902,1906,1848,60567
2013,50,23,208.0,126,59029,1416,1826,58695
2013,50,25,-339.0,192,43931,1691,1784,44078
2013,50,27,191.0,168,55871,2374,2501,55512
2013,51,1,-633.0,140,33076,806,950,33546
2013,51,3,808.0,978,99608,3715,4575,98003
2013,51,5,-620.0,4,16145,140,94,16754
2013,51,7,-277.0,17,12519,271,118,12832
2013,51,9,-221.0,44,32031,406,699,32416
2013,51,11,-648.0,0,14895,153,73,15546
2013,51,13,1441.0,3696,212164,13798,16248,208650
2013,51,15,-1903.0,130,72887,750,595,74759
2013,51,17,279.0,0,4631,75,24,4350
2013,51,19,799.0,120,68637,1022,758,67972
2013,51,21,364.0,0,6683,32,145,6319
2013,51,23,-363.0,0,32823,228,235,33226
2013,51,25,-307.0,10,17087,361,128,17441
2013,51,27,-542.0,0,23591,528,339,24144
2013,51,29,-347.0,16,17035,339,99,17329
2013,51,31,-893.0,6,54357,534,531,55391
2013,51,33,346.0,12,28398,301,502,28041
2013,51,35,192.0,8,29669,458,552,29669
2013,51,36,-391.0,22,7156,102,59,7516
2013,51,37,-155.0,14,12319,187,41,12443
2013,51,41,930.0,1290,317012,5597,7056,315449
2013,51,43,-330.0,0,14071,290,223,14443
2013,51,45,-149.0,0,5158,89,33,5307
2013,51,47,-153.0,33,46813,773,904,46962
2013,51,49,-7.0,11,9792,252,109,9852
2013,51,51,108.0,0,15613,124,66,15505
2013,51,53,-482.0,8,27783,263,224,28381
2013,51,57,-249.0,70,11131,129,90,11242
2013,51,59,-5522.0,16395,1087451,34670,38761,1078833
2013,51,61,872.0,188,65348,1315,1118,64551
2013,51,63,-48.0,13,15255,105,264,15483
2013,51,65,479.0,0,25593,171,374,25149
2013,51,67,1469.0,32,55455,677,910,54122
2013,51,69,-857.0,157,78273,1855,1430,78876
2013,51,71,-354.0,37,16854,550,357,17244
2013,51,73,-190.0,526,36389,439,614,36017
2013,51,75,-836.0,12,21409,223,307,22261
2013,51,77,-8.0,3,15252,320,183,15266
2013,51,79,-47.0,194,18418,522,538,18221
2013,51,81,45.0,0,12013,112,115,11926
2013,51,83,-179.0,63,35548,516,473,35728
2013,51,85,1056.0,127,99485,1282,1741,98543
2013,51,87,5375.0,2677,307680,5998,5640,299790
2013,51,89,-154.0,49,52897,765,1231,53169
2013,51,91,20.0,0,2243,109,42,2223
2013,51,93,-538.0,156,34959,633,592,35320
2013,51,95,110.0,364,67410,1951,1813,67021
2013,51,97,120.0,0,6923,29,109,6803
2013,51,99,895.0,97,23753,774,1317,22874
2013,51,101,-199.0,18,15806,173,210,16002
2013,51,103,-68.0,72,11231,46,137,11230
2013,51,105,-280.0,53,25186,751,629,25472
2013,51,107,289.0,2936,321619,8404,7909,318548
2013,51,109,-695.0,32,32962,398,415,33630
2013,51,111,18.0,12,12669,97,208,12679
2013,51,113,-108.0,6,13142,413,90,13229
2013,51,115,-90.0,19,8862,106,81,8904
2013,51,117,-843.0,63,31922,1056,362,32830
2013,51,119,-204.0,4,10777,84,125,10942
2013,51,121,4999.0,818,94026,3588,4806,88650
2013,51,125,543.0,0,14791,154,188,14304
2013,51,127,852.0,16,18701,136,194,17842
2013,51,131,-308.0,5,12215,325,153,12482
2013,51,133,156.0,7,12238,143,209,12097
2013,51,135,413.0,21,15709,170,133,15286
2013,51,137,609.0,63,33672,525,381,32970
2013,51,139,-534.0,15,23766,205,198,24267
2013,51,141,142.0,0,18365,234,123,18235
2013,51,143,-847.0,43,62527,934,607,63246
2013,51,145,930.0,17,27901,420,521,27071
2013,51,147,1645.0,26,22870,496,895,21247
2013,51,149,142.0,312,36172,2711,2583,35480
2013,51,153,1382.0,3038,409929,16111,14609,405967
2013,51,155,328.0,0,34384,332,289,34056
2013,51,157,-246.0,38,7375,86,149,7497
2013,51,159,50.0,14,9023,83,149,8932
2013,51,161,1443.0,113,91942,1812,1902,91014
2013,51,163,-433.0,35,22093,434,328,22439
2013,51,165,-2768.0,186,75873,1363,996,78358
2013,51,167,-446.0,1,28367,534,423,28813
2013,51,169,-150.0,4,22820,771,402,22970
2013,51,171,1919.0,111,41945,336,1531,39968
2013,51,173,698.0,87,31526,349,1048,30864
2013,51,175,-94.0,29,18283,244,164,18353
2013,51,177,154.0,288,122767,2936,3118,122486
2013,51,179,2533.0,937,130259,4004,7858,127007
2013,51,181,-7.0,0,6832,44,117,6875
2013,51,183,294.0,4,11884,83,49,11595
2013,51,185,-57.0,36,44241,851,915,44302
2013,51,187,778.0,51,37335,502,752,36679
2013,51,191,-57.0,209,54156,1598,1595,54144
2013,51,193,-388.0,33,17408,294,219,17781
2013,51,195,-761.0,50,40654,847,1004,41282
2013,51,197,-276.0,29,29011,419,311,29377
2013,51,199,2000.0,1046,64994,2324,3818,62764
2013,51,510,-360.0,3379,141153,10270,10422,138755
2013,51,515,-644.0,0,6016,259,111,6540
2013,51,520,760.0,18,17538,1227,1116,16829
2013,51,530,466.0,3,6584,91,323,6226
2013,51,540,674.0,891,43315,2448,2170,41576
2013,51,550,4464.0,846,222717,5563,7972,218314
2013,51,570,-525.0,15,17417,295,396,17949
2013,51,580,512.0,10,5819,5,77,5297
2013,51,590,647.0,163,42542,843,1298,41850
2013,51,595,155.0,26,5749,89,104,5668
2013,51,600,-2100.0,552,22673,1497,638,24159
2013,51,610,24.0,545,12566,790,923,12051
2013,51,620,424.0,9,8368,137,230,7934
2013,51,630,2628.0,206,25572,623,1138,23141
2013,51,640,22.0,4,6880,86,71,6865
2013,51,650,-3836.0,786,135301,6343,4553,138755
2013,51,660,7789.0,620,49388,1229,2536,41839
2013,51,670,-458.0,9,22146,447,305,22624
2013,51,678,50.0,96,7017,481,535,6818
2013,51,680,6241.0,621,75415,1999,4631,69320
2013,51,683,305.0,204,38609,956,838,38099
2013,51,685,1042.0,73,14912,175,538,13941
2013,51,690,-347.0,11,13610,414,296,13812
2013,51,700,4879.0,1295,178512,6862,10660,172984
2013,51,710,3833.0,1634,240465,10232,11366,235316
2013,51,720,260.0,0,3998,34,131,3738
2013,51,730,-1038.0,173,31909,1239,537,32730
2013,51,735,-135.0,0,11958,160,224,12087
2013,51,740,-1543.0,235,94546,3617,2572,96086
2013,51,750,2423.0,93,16531,207,595,14037
2013,51,760,1239.0,1228,205033,6637,5745,203032
2013,51,770,-1987.0,444,96011,2939,1806,97644
2013,51,775,350.0,368,24809,432,618,24275
2013,51,790,1417.0,108,23850,468,496,22438
2013,51,800,-484.0,330,83742,1640,2639,84152
2013,51,810,-4372.0,3766,436301,22623,20099,437760
2013,51,820,882.0,4,20816,284,599,20137
2013,51,830,835.0,384,14446,1202,1224,13398
2013,51,840,1662.0,60,26215,836,743,24825
2013,53,1,-558.0,61,18420,140,158,18867
2013,53,3,401.0,11,21638,1152,1521,21248
2013,53,5,1688.0,1176,176418,4222,6243,174272
2013,53,7,-1732.0,129,71884,1548,834,73406
2013,53,9,176.0,190,71058,1826,2320,70715
2013,53,11,811.0,1698,427667,15535,17444,424873
2013,53,13,-95.0,17,3957,67,47,4035
2013,53,15,-2060.0,185,100725,3029,2228,102628
2013,53,17,508.0,231,38391,429,689,37647
2013,53,19,161.0,16,7561,200,192,7390
2013,53,21,845.0,205,80322,1612,1638,79192
2013,53,23,37.0,0,2228,50,118,2191
2013,53,25,-102.0,191,88912,1249,1769,88953
2013,53,27,-632.0,218,71339,1106,1060,71792
2013,53,29,708.0,771,77957,4012,4497,76691
2013,53,31,455.0,136,29699,547,879,29159
2013,53,33,5255.0,23494,1950072,55861,62855,1924016
2013,53,35,-1141.0,2122,249412,10119,11507,248879
2013,53,37,1903.0,167,40793,1008,856,38731
2013,53,39,-324.0,22,20424,715,401,20728
2013,53,41,1728.0,255,74580,858,1240,72726
2013,53,43,-219.0,10,10341,129,140,10561
2013,53,45,-232.0,108,59830,917,884,59932
2013,53,47,99.0,134,40764,486,656,40571
2013,53,49,-378.0,17,20655,483,632,21009
2013,53,51,76.0,15,12817,277,315,12724
2013,53,53,5679.0,6440,794349,23508,25678,782943
2013,53,55,199.0,56,15704,460,491,15453
2013,53,57,-806.0,449,116125,2430,2456,116401
2013,53,59,-203.0,19,11065,378,283,11151
2013,53,61,5236.0,4288,716688,14134,16414,708021
2013,53,63,3022.0,2003,468470,12269,13878,463513
2013,53,65,-644.0,173,43275,746,779,43692
2013,53,67,4463.0,3102,253130,7358,8150,246250
2013,53,69,-637.0,17,3969,237,30,4592
2013,53,71,1762.0,306,58478,1154,2638,56430
2013,53,73,-86.0,1096,201060,4916,3705,199999
2013,53,75,2314.0,524,45104,2243,2151,42308
2013,53,77,-1378.0,664,240916,4015,3705,241791
2013,54,1,-364.0,0,16474,378,367,16894
2013,54,3,1029.0,133,104734,3683,4144,103967
2013,54,5,295.0,33,24211,233,352,23880
2013,54,7,-664.0,4,14392,137,248,15082
2013,54,9,429.0,61,23840,713,811,23679
2013,54,11,2580.0,261,95481,3168,4131,92897
2013,54,13,702.0,0,7506,55,235,6886
2013,54,15,-156.0,0,9257,43,24,9419
2013,54,17,328.0,0,8177,57,104,7844
2013,54,19,-1346.0,56,45371,848,651,46706
2013,54,21,763.0,71,8607,388,738,7892
2013,54,23,-431.0,23,11697,303,32,12098
2013,54,25,-195.0,115,35360,1087,1041,35428
2013,54,27,272.0,0,23556,413,523,23360
2013,54,29,-761.0,66,30138,1653,1105,30475
2013,54,31,-369.0,69,13768,440,398,14111
2013,54,33,186.0,43,68216,1109,1051,68095
2013,54,35,312.0,0,28965,396,537,28687
2013,54,37,100.0,289,53577,2144,2422,53057
2013,54,39,-983.0,354,190613,4430,3768,191080
2013,54,41,76.0,17,16263,474,408,16161
2013,54,43,-28.0,38,21439,330,66,21443
2013,54,45,-327.0,87,36177,509,503,36371
2013,54,47,-425.0,0,21442,537,426,21858
2013,54,49,-504.0,55,55992,1055,918,56153
2013,54,51,187.0,8,32658,451,636,32465
2013,54,53,218.0,0,27018,446,632,26793
2013,54,55,-209.0,106,61567,1955,1627,61677
2013,54,57,-8.0,15,27660,614,692,27525
2013,54,59,-306.0,38,26178,735,503,26476
2013,54,61,4567.0,605,97531,4626,6534,93581
2013,54,63,-164.0,9,13397,146,275,13573
2013,54,65,-349.0,19,17239,773,934,17420
2013,54,67,240.0,26,25882,204,543,25676
2013,54,69,543.0,138,43756,1485,1564,43079
2013,54,71,-275.0,21,7514,354,129,7771
2013,54,73,248.0,0,7507,92,77,7259
2013,54,75,-43.0,3,8631,279,187,8736
2013,54,77,-272.0,62,33357,1314,815,33301
2013,54,79,-1471.0,123,55402,1277,526,56759
2013,54,81,789.0,279,78189,2165,1875,76981
2013,54,83,286.0,24,29109,330,236,28788
2013,54,85,-252.0,0,10203,168,70,10422
2013,54,87,55.0,5,14634,204,202,14587
2013,54,89,1063.0,7,13704,31,799,12745
2013,54,91,-438.0,26,16705,189,58,17128
2013,54,93,-320.0,0,7017,192,109,7191
2013,54,95,-373.0,72,9034,239,132,9322
2013,54,97,688.0,21,24016,641,918,23487
2013,54,99,-1223.0,12,41651,864,783,42861
2013,54,101,-168.0,8,9003,93,46,9168
2013,54,103,-47.0,6,16206,180,179,16215
2013,54,105,-39.0,21,5722,181,55,5726
2013,54,107,-900.0,159,85796,2440,2234,86575
2013,54,109,30.0,0,23273,69,149,23243
2013,55,1,66.0,36,20602,246,410,20500
2013,55,3,-160.0,11,15849,399,285,15998
2013,55,5,-267.0,61,45340,914,581,45546
2013,55,7,-134.0,13,14919,519,275,15040
2013,55,9,-1349.0,913,247734,4413,3480,248170
2013,55,11,111.0,11,13332,199,227,13210
2013,55,13,55.0,16,15317,336,362,15246
2013,55,15,-1086.0,62,48769,950,195,49793
2013,55,17,552.0,32,61792,525,611,61208
2013,55,19,-1069.0,40,34039,353,247,35068
2013,55,21,-554.0,58,56100,459,517,56596
2013,55,23,-221.0,9,16431,390,305,16643
2013,55,25,6286.0,3950,490961,13683,15620,480837
2013,55,27,262.0,99,87683,1046,872,87322
2013,55,29,-251.0,29,27518,676,451,27740
2013,55,31,84.0,67,43364,1665,1635,43213
2013,55,33,1807.0,144,43304,1139,1302,41353
2013,55,35,1030.0,249,98785,2548,2230,97506
2013,55,37,144.0,7,4448,82,165,4297
2013,55,39,-891.0,304,100808,1255,1032,101395
2013,55,41,-383.0,14,9165,79,74,9534
2013,55,43,1505.0,125,50576,1225,1119,48946
2013,55,45,-582.0,128,36518,695,377,36972
2013,55,47,-615.0,21,18891,407,62,19485
2013,55,49,-367.0,48,23431,144,206,23750
2013,55,51,86.0,2,5907,139,238,5819
2013,55,53,2.0,21,20340,247,181,20317
2013,55,55,933.0,181,83073,1127,1056,81959
2013,55,57,263.0,31,26392,182,507,26098
2013,55,59,-408.0,399,164980,4776,5440,165018
2013,55,61,-329.0,51,20424,171,156,20702
2013,55,63,729.0,396,113942,3674,3256,112817
2013,55,65,-108.0,14,16707,226,225,16801
2013,55,67,-406.0,4,19629,237,319,20031
2013,55,69,-178.0,80,28406,251,201,28504
2013,55,71,-1081.0,139,80243,920,531,81185
2013,55,73,-444.0,193,132861,1629,1545,133112
2013,55,75,-461.0,61,41244,1175,570,41644
2013,55,77,-118.0,35,15198,321,132,15281
2013,55,78,-218.0,6,4206,11,41,4418
2013,55,79,-2889.0,3791,937217,16995,15829,936698
2013,55,81,-574.0,99,44181,1002,1135,44656
2013,55,83,-637.0,62,37106,350,262,37681
2013,55,85,-289.0,26,35541,533,690,35804
2013,55,87,-1502.0,636,176001,2156,2027,176927
2013,55,89,-675.0,171,85879,2062,1741,86406
2013,55,91,-290.0,10,7356,188,51,7636
2013,55,93,1332.0,69,40398,1553,1935,38997
2013,55,95,-680.0,110,43491,821,809,44061
2013,55,97,1289.0,93,69553,776,936,68171
2013,55,99,-60.0,4,13918,17,166,13974
2013,55,101,-1471.0,329,192782,2992,1780,193924
2013,55,103,92.0,14,17679,151,146,17573
2013,55,105,-492.0,281,158405,3102,3850,158616
2013,55,107,18.0,14,14400,213,212,14368
2013,55,109,220.0,332,83873,3061,3102,83323
2013,55,111,138.0,69,61649,444,953,61442
2013,55,113,-353.0,20,16369,307,213,16702
2013,55,115,123.0,28,41350,310,382,41202
2013,55,117,-111.0,269,113819,1424,1492,113661
2013,55,119,49.0,31,20407,95,263,20327
2013,55,121,-377.0,125,28837,281,268,29089
2013,55,123,-786.0,17,29620,246,161,30389
2013,55,125,-321.0,44,21302,441,344,21579
2013,55,127,1712.0,303,101692,1724,2651,99677
2013,55,129,-69.0,51,15694,355,270,15712
2013,55,131,-734.0,126,130851,1491,1706,131459
2013,55,133,552.0,728,387360,7047,5967,386080
2013,55,135,615.0,67,51708,516,545,51026
2013,55,137,157.0,45,24229,261,326,24032
2013,55,139,-347.0,266,165727,3292,1802,165808
2013,55,141,-476.0,166,73504,880,754,73815
2013,56,1,1603.0,303,36384,2574,3411,34501
2013,56,3,-38.0,27,11645,384,474,11671
2013,56,5,593.0,91,46231,2315,2698,45560
2013,56,7,-378.0,29,15594,1266,1065,16012
2013,56,9,107.0,0,13714,454,510,13652
2013,56,11,22.0,2,7013,146,159,6983
2013,56,13,-456.0,67,39906,1757,1331,40280
2013,56,15,652.0,19,13260,530,934,12600
2013,56,17,338.0,45,4739,106,478,4401
2013,56,19,-69.0,7,8406,243,130,8419
2013,56,21,-1058.0,709,91975,5846,5172,92362
2013,56,23,-133.0,34,17893,1030,672,18022
2013,56,25,-440.0,266,76575,3656,3062,76523
2013,56,27,154.0,20,2482,131,168,2320
2013,56,29,-820.0,163,28404,1427,1524,28874
2013,56,31,160.0,21,8513,160,249,8301
2013,56,33,928.0,35,28990,1194,1239,28055
2013,56,35,243.0,0,10118,628,952,9886
2013,56,37,-83.0,114,43461,2158,3048,43472
2013,56,39,-1578.0,48,21430,2340,1036,22779
2013,56,41,57.0,24,20640,1071,1141,20481
2013,56,43,-28.0,6,8405,227,124,8456
2013,56,45,-108.0,5,7033,198,280,7190
2014,1,1,1222.0,83,54712,1387,2068,54115
2014,1,3,2912.0,947,188664,6331,6901,185735
2014,1,5,426.0,75,26834,494,526,26376
2014,1,7,-438.0,63,22446,182,191,22821
2014,1,9,-497.0,112,57022,601,605,57441
2014,1,11,44.0,18,10621,109,236,10605
2014,1,13,-804.0,49,20351,437,81,21095
2014,1,15,2248.0,212,115949,2406,3028,113613
2014,1,17,-558.0,35,33840,1134,727,34409
2014,1,19,162.0,17,25838,456,481,25687
2014,1,21,-650.0,59,43246,516,724,43824
2014,1,23,-22.0,5,13378,84,185,13395
2014,1,25,-791.0,40,25170,112,155,25913
2014,1,27,-44.0,0,13505,79,154,13530
2014,1,29,-290.0,0,14770,390,158,15057
2014,1,31,359.0,430,50165,2381,2502,49662
2014,1,33,-262.0,185,54077,876,608,54271
2014,1,35,-619.0,0,12781,112,24,13388
2014,1,37,30.0,50,11186,186,49,11132
2014,1,39,-224.0,12,37543,529,581,37669
2014,1,41,488.0,31,13822,91,271,13302
2014,1,43,-51.0,127,79891,888,1028,79772
2014,1,45,996.0,285,49384,2626,3460,48123
2014,1,47,-220.0,51,42226,549,685,42462
2014,1,49,-1160.0,115,70141,1279,742,70969
2014,1,51,920.0,222,79607,1742,1270,78358
2014,1,53,-220.0,62,37729,828,406,37940
2014,1,55,832.0,228,102923,565,967,101914
2014,1,57,128.0,7,16890,126,398,16770
2014,1,59,3.0,155,31439,797,544,31040
2014,1,61,-479.0,7,26298,794,508,26750
2014,1,63,75.0,9,8678,68,104,8605
2014,1,65,-254.0,14,15211,233,122,15487
2014,1,67,-559.0,43,16996,198,210,17513
2014,1,69,-1383.0,153,101864,2414,2775,102864
2014,1,71,-419.0,61,52490,784,651,52805
2014,1,73,-240.0,2014,650045,11492,12613,648957
2014,1,75,143.0,8,14168,215,130,14010
2014,1,77,363.0,169,91754,1726,1903,91289
2014,1,79,52.0,44,33417,186,179,33321
2014,1,81,4808.0,1180,146149,5864,7378,140116
2014,1,83,672.0,235,86188,1707,1369,85164
2014,1,85,-304.0,0,10770,219,65,11078
2014,1,87,-353.0,84,20360,428,806,20657
2014,1,89,-227.0,1378,339011,9806,10604,337920
2014,1,91,272.0,85,20282,102,203,19923
2014,1,93,-39.0,38,30203,253,515,30225
2014,1,95,198.0,131,93119,860,1250,92913
2014,1,97,-5545.0,1074,408884,10938,7811,412984
2014,1,99,29.0,75,22287,401,145,22183
2014,1,101,2459.0,1483,226036,7009,7038,222681
2014,1,103,-402.0,105,118351,1742,1531,118790
2014,1,105,-80.0,41,10065,355,188,10096
2014,1,107,-152.0,0,19470,97,339,19631
2014,1,109,680.0,155,32837,651,852,32097
2014,1,111,-246.0,18,22377,492,562,22579
2014,1,113,-797.0,465,56185,3583,3272,56534
2014,1,115,-34.0,145,84380,951,973,84320
2014,1,117,333.0,590,198994,4531,4238,197903
2014,1,119,64.0,0,13396,230,228,13340
2014,1,121,-370.0,189,80887,1423,1585,81126
2014,1,123,-575.0,77,40769,725,406,41384
2014,1,125,5444.0,825,196264,4219,6716,190077
2014,1,127,320.0,64,65475,882,728,65122
2014,1,129,-60.0,3,16907,129,91,16940
2014,1,131,-547.0,18,11151,92,13,11659
2014,1,133,-173.0,3,23989,253,277,24154
2014,2,13,107.0,22,3277,19,407,3161
2014,2,16,-53.0,104,5597,555,433,5560
2014,2,20,-37570.0,2437,293575,46226,15028,321235
2014,2,50,-315.0,3,17220,246,303,17483
2014,2,60,-74.0,3,988,82,40,1062
2014,2,68,-384.0,70,2020,438,179,2394
2014,2,70,106.0,5,4850,42,89,4751
2014,2,90,-6461.0,1538,97721,14865,8272,102300
2014,2,100,-83.0,19,2533,204,115,2618
2014,2,105,-121.0,18,2101,202,72,2212
2014,2,110,-1331.0,136,31787,2484,1514,32962
2014,2,122,-5545.0,183,56019,6002,1823,60539
2014,2,130,-927.0,59,13545,1218,668,14003
2014,2,150,-2128.0,129,13642,2594,701,15510
2014,2,164,-240.0,0,1471,128,16,1626
2014,2,170,-4898.0,186,92686,7902,2964,96554
2014,2,180,-1017.0,43,9593,864,215,10394
2014,2,185,353.0,65,9478,235,280,9029
2014,2,188,-242.0,3,7490,383,178,7782
2014,2,195,-44.0,9,3150,171,149,3215
2014,2,198,90.0,13,6242,86,254,6138
2014,2,220,-822.0,71,8845,952,337,9578
2014,2,230,-65.0,2,969,135,63,1027
2014,2,240,-743.0,16,6947,923,401,7624
2014,2,261,-2518.0,66,9606,2375,392,11803
2014,2,270,-104.0,1,7576,39,35,7680
2014,2,275,-186.0,20,2363,250,61,2529
2014,2,282,68.0,0,622,3,57,554
2014,2,290,-287.0,13,5569,296,86,5854
2014,4,1,-1880.0,171,71088,1770,1317,72820
2014,4,3,2576.0,1500,129300,6366,7610,125832
2014,4,5,1941.0,702,134039,4487,5553,131556
2014,4,7,-1359.0,61,52840,1246,982,54190
2014,4,9,-1006.0,69,36835,1180,1029,37775
2014,4,11,15.0,21,8703,253,223,8704
2014,4,12,-680.0,36,20225,840,545,20867
2014,4,13,22093.0,24452,3895703,114730,133037,3857469
2014,4,15,4445.0,610,200737,9874,13489,196240
2014,4,17,79.0,180,105847,1589,1978,105537
2014,4,19,4596.0,6626,981766,31005,32740,971776
2014,4,21,10978.0,4375,385424,9674,15923,372661
2014,4,23,-783.0,530,46766,601,754,47053
2014,4,25,6551.0,521,211891,6648,9093,205445
2014,4,27,3447.0,2490,199154,5638,8120,193662
2014,5,1,-466.0,92,18610,110,250,18994
2014,5,3,-676.0,0,21216,397,296,21892
2014,5,5,-32.0,47,40841,1329,1233,40809
2014,5,7,757.0,2106,229648,7842,8362,226765
2014,5,9,107.0,40,36646,1420,1412,36565
2014,5,11,-474.0,17,11198,217,109,11662
2014,5,13,164.0,0,5204,40,43,5040
2014,5,15,883.0,149,27341,628,1038,26300
2014,5,17,-91.0,5,11345,132,242,11431
2014,5,19,1466.0,43,22578,472,994,21068
2014,5,21,-335.0,4,15428,390,318,15790
2014,5,23,477.0,39,25459,443,858,24949
2014,5,25,-221.0,2,8564,236,76,8822
2014,5,27,336.0,37,24037,641,507,23653
2014,5,29,-226.0,15,20979,371,296,21190
2014,5,31,1127.0,328,98560,2815,2474,97009
2014,5,33,210.0,73,61188,1140,1372,60941
2014,5,35,498.0,70,49368,1183,1592,48934
2014,5,37,-500.0,4,17376,133,170,17852
2014,5,39,109.0,0,7904,84,149,7795
2014,5,41,-583.0,32,12363,129,87,12914
2014,5,43,206.0,14,18560,164,185,18287
2014,5,45,1073.0,306,116336,3286,2980,115245
2014,5,47,-162.0,42,17606,497,266,17730
2014,5,49,286.0,2,12115,98,466,11825
2014,5,51,691.0,187,96011,1576,2926,95087
2014,5,53,-340.0,0,17899,191,218,18245
2014,5,55,-113.0,42,42526,755,639,42585
2014,5,57,-248.0,20,22054,514,419,22330
2014,5,59,134.0,0,32994,413,424,32861
2014,5,61,-469.0,58,13528,133,84,13928
2014,5,63,-106.0,40,36495,1415,867,36578
2014,5,65,-30.0,100,13442,129,250,13414
2014,5,67,1540.0,17,17587,198,212,16043
2014,5,69,-1129.0,89,73819,1471,1619,74764
2014,5,71,408.0,75,25474,272,386,24997
2014,5,73,-63.0,16,7360,151,139,7360
2014,5,75,289.0,10,16964,102,173,16687
2014,5,77,-374.0,28,10009,195,127,10356
2014,5,79,127.0,0,13966,137,179,13886
2014,5,81,211.0,47,12779,540,337,12521
2014,5,83,76.0,37,21850,250,285,21741
2014,5,85,-725.0,419,69053,1569,2031,69225
2014,5,87,-318.0,10,15607,230,335,15906
2014,5,89,360.0,29,16441,337,623,16079
2014,5,91,242.0,66,42799,2376,2013,42558
2014,5,93,366.0,43,44571,1138,1188,44143
2014,5,95,-434.0,0,7765,123,132,8163
2014,5,97,141.0,5,9215,130,241,9081
2014,5,99,-132.0,65,8743,80,109,8830
2014,5,101,-9.0,8,8104,9,92,8105
2014,5,103,-461.0,19,25170,620,192,25606
2014,5,105,55.0,37,10266,195,73,10161
2014,5,107,-238.0,0,20578,511,369,20879
2014,5,109,-169.0,11,11016,126,147,11174
2014,5,111,-236.0,38,23964,292,274,24070
2014,5,113,-81.0,0,20169,543,421,20325
2014,5,115,-366.0,163,61991,1568,899,62151
2014,5,117,-162.0,0,8398,22,84,8560
2014,5,119,-2695.0,1646,383772,10356,8825,384940
2014,5,121,170.0,28,17556,403,702,17388
2014,5,123,-95.0,75,27321,638,989,27355
2014,5,125,57.0,88,110740,1357,1429,110564
2014,5,127,-259.0,0,10913,244,149,11171
2014,5,129,-627.0,10,7965,388,54,8548
2014,5,131,-533.0,237,125587,3579,4193,125873
2014,5,133,121.0,133,16924,106,442,16670
2014,5,135,-381.0,0,16975,239,252,17358
2014,5,137,623.0,94,12455,162,509,11710
2014,5,139,122.0,22,40614,615,809,40469
2014,5,141,344.0,27,16934,223,386,16563
2014,5,143,6378.0,1066,209582,5282,8215,202629
2014,5,145,751.0,226,77297,1962,2071,76247
2014,5,147,-42.0,0,7052,66,38,7094
2014,5,149,-257.0,11,21678,191,231,21957
2014,6,1,-446.0,16563,1541348,22605,22556,1526396
2014,6,3,-204.0,17,1202,243,104,1389
2014,6,5,391.0,44,36986,688,331,36702
2014,6,7,181.0,770,219308,3412,2743,218414
2014,6,9,-146.0,96,44647,582,413,44721
2014,6,11,-740.0,201,21192,107,156,21755
2014,6,13,6686.0,8637,1070258,13920,11546,1056020
2014,6,15,423.0,54,27623,738,595,27058
2014,6,17,-1742.0,724,180024,3168,2134,181193
2014,6,19,-2455.0,4413,936048,9412,5706,934096
2014,6,21,31.0,44,27704,245,231,27589
2014,6,23,1405.0,209,133431,2555,2869,132004
2014,6,25,-1807.0,1474,173867,2392,1861,174405
2014,6,27,-79.0,41,18281,548,321,18327
2014,6,29,4727.0,3799,845585,12828,9241,837223
2014,6,31,1885.0,992,149544,2757,3021,146654
2014,6,33,1804.0,249,63373,784,1069,61339
2014,6,35,2292.0,90,33066,1194,600,30677
2014,6,37,-91977.0,69477,9855991,125660,96064,9881247
2014,6,39,-1600.0,522,149996,1831,746,150991
2014,6,41,1540.0,2072,254311,4594,3763,250636
2014,6,43,-53.0,50,17745,391,366,17756
2014,6,45,1414.0,251,86563,923,1773,84986
2014,6,47,359.0,640,257674,2978,1890,256663
2014,6,49,115.0,0,9252,287,446,9137
2014,6,51,306.0,31,14083,256,180,13732
2014,6,53,-219.0,3046,418803,9237,9077,415835
2014,6,55,-58.0,642,137637,1248,1451,137217
2014,6,57,-696.0,463,97918,2154,1785,98156
2014,6,59,-7600.0,21857,3050982,43043,33252,3037368
2014,6,61,-1821.0,1296,358489,6679,5104,359227
2014,6,63,-237.0,37,19186,419,293,19403
2014,6,65,21094.0,11574,2237842,31766,27445,2206225
2014,6,67,4590.0,7425,1432020,19795,17058,1420730
2014,6,69,-90.0,126,56199,384,226,56145
2014,6,71,6527.0,10637,2050816,34732,26461,2033328
2014,6,73,-23302.0,33245,3143901,86810,72226,3134962
2014,6,75,-10820.0,12712,821156,18268,17817,819922
2014,6,77,3388.0,2805,690889,7302,6081,684697
2014,6,79,4004.0,1393,271695,5485,4011,266180
2014,6,81,-2266.0,7019,731238,8915,7691,726503
