YEAR,state,county,PAYQTR1,EMP,ESTAB,PAYANN
2012,30,109,1506,232,32,6089
2012,30,111,614560,66598,5532,2589200
2012,31,1,95021,13381,984,418295
2012,31,3,9331,1441,227,40203
2012,31,5,321,0,11,1314
2012,31,7,246,35,8,1060
2012,31,9,0,0,9,0
2012,31,11,10520,1423,195,42481
2012,31,13,20987,2934,319,90863
2012,31,15,2109,414,73,9386
2012,31,17,5097,858,134,21647
2012,31,19,170606,22282,1552,715244
2012,31,21,7869,1153,194,33279
2012,31,23,16775,2021,206,65692
2012,31,25,25940,3389,526,112584
2012,31,27,13036,1848,303,56716
2012,31,29,8063,1007,149,32868
2012,31,31,9091,1754,219,40488
2012,31,33,67208,5144,292,216448
2012,31,35,7718,1120,185,35571
2012,31,37,27832,3616,261,118909
2012,31,39,18170,2602,340,81132
2012,31,41,18109,2685,381,74708
2012,31,43,85845,11190,433,358972
2012,31,45,13554,2208,288,58888
2012,31,47,68360,9304,690,286298
2012,31,49,1842,341,56,7941
2012,31,51,7032,1000,112,30956
2012,31,53,113008,15023,1019,465319
2012,31,55,3568163,304368,14875,13963532
2012,31,57,3353,340,65,12290
2012,31,59,12490,1607,223,53635
2012,31,61,2597,461,75,11561
2012,31,63,2582,410,75,11286
2012,31,65,10604,1327,183,46719
2012,31,67,48532,7211,666,204604
2012,31,69,2173,397,52,9454
2012,31,71,3012,578,93,13561
2012,31,73,1476,0,64,6639
2012,31,75,383,0,31,1757
2012,31,77,2048,345,67,9151
2012,31,79,242464,29875,1824,989492
2012,31,81,19306,2437,294,84061
2012,31,83,4116,632,108,17482
2012,31,85,284,64,25,1345
2012,31,87,3017,394,65,14724
2012,31,89,24179,3461,430,102758
2012,31,91,627,116,31,3598
2012,31,93,5937,977,143,26259
2012,31,95,18718,2633,235,77408
2012,31,97,6179,901,121,24512
2012,31,99,13381,1956,173,56428
2012,31,101,17440,2698,359,70638
2012,31,103,219,44,22,1240
2012,31,105,8747,1112,132,38708
2012,31,107,8877,1661,259,36972
2012,31,109,1197971,130852,7938,4855264
2012,31,111,81947,11352,1053,351227
2012,31,113,432,81,22,1915
2012,31,115,0,0,10,0
2012,31,117,0,0,6,156
2012,31,119,133554,17719,1318,558977
2012,31,121,13857,1842,240,56341
2012,31,123,5460,814,115,22508
2012,31,125,2819,494,104,11594
2012,31,127,10098,1468,190,41480
2012,31,129,7042,1122,178,30411
2012,31,131,40717,5340,478,166505
2012,31,133,3412,474,65,14923
2012,31,135,6036,806,123,27543
2012,31,137,29735,3794,334,119870
2012,31,139,10537,1622,231,42782
2012,31,141,131215,15744,1028,537557
2012,31,143,5564,879,143,26149
2012,31,145,28207,3911,425,116557
2012,31,147,11477,1811,261,47101
2012,31,149,2517,338,48,10214
2012,31,151,49809,5520,299,210384
2012,31,153,362121,41880,3222,1548839
2012,31,155,22654,3521,528,101597
2012,31,157,103278,12872,1102,422512
2012,31,159,41146,5423,440,172202
2012,31,161,6012,1026,173,23147
2012,31,163,3198,632,87,14205
2012,31,165,219,36,16,956
2012,31,167,0,0,106,0
2012,31,169,13129,1805,207,60691
2012,31,171,0,158,20,4831
2012,31,173,13091,1405,120,54718
2012,31,175,8074,1300,180,36166
2012,31,177,68024,6585,562,287767
2012,31,179,19754,3105,254,80237
2012,31,181,3989,664,88,17443
2012,31,183,329,91,17,1706
2012,31,185,44081,6049,506,189503
2012,32,1,41073,4873,496,168806
2012,32,3,7126173,742162,40178,28684126
2012,32,5,130751,15381,1550,550563
2012,32,7,264207,20828,1070,1041478
2012,32,9,0,231,15,11773
2012,32,11,32972,1585,44,119814
2012,32,13,92181,7229,415,359948
2012,32,15,21381,1530,91,81708
2012,32,17,4011,664,93,17300
2012,32,19,70576,8755,744,301377
2012,32,21,10450,1120,64,42755
2012,32,23,61615,7145,651,250619
2012,32,27,11123,1005,72,47733
2012,32,29,2531,0,85,12759
2012,32,31,1637905,163560,11431,6901920
2012,32,33,31800,2854,191,124639
2012,32,510,198548,21485,1971,835579
2012,33,1,168124,20350,1762,735928
2012,33,3,118100,16780,1833,517969
2012,33,5,247151,28053,1901,1054564
2012,33,7,68679,9270,888,289314
2012,33,9,510794,47078,2908,2121389
2012,33,11,1970414,170366,10701,8102000
2012,33,13,586275,60573,4073,2442976
2012,33,15,1335775,127326,9433,5623534
2012,33,17,384368,35743,2531,1562711
2012,33,19,95535,11011,945,423746
2012,34,1,986474,116805,6449,4131093
2012,34,3,6125842,416759,31298,24696415
2012,34,5,2226290,176567,10452,8919645
2012,34,7,1783989,169275,11476,7481484
2012,34,9,178817,24507,3812,936689
2012,34,11,384950,45396,2917,1633677
2012,34,13,4368238,289459,18610,15831526
2012,34,15,790971,85717,5879,3332012
2012,34,17,4235642,210468,12786,14717388
2012,34,19,762407,44769,3874,2821354
2012,34,21,2849761,181777,9578,10870784
2012,34,23,5547241,368559,21299,21715786
2012,34,25,2440752,221008,18716,10201855
2012,34,27,5251396,278522,16724,19789761
2012,34,29,1054672,125765,11935,4486967
2012,34,31,1700519,151153,11687,6851476
2012,34,33,240177,20461,1178,952694
2012,34,35,3992282,182928,9862,13629309
2012,34,37,273659,31658,3307,1124598
2012,34,39,2863054,200573,13545,11153682
2012,34,41,339418,30752,2483,1323034
2012,35,1,2238600,241209,15809,9146467
2012,35,3,2421,420,64,10061
2012,35,5,127780,16970,1433,550580
2012,35,6,44690,5182,333,176968
2012,35,7,22101,3383,432,93317
2012,35,9,85116,12946,1066,358638
2012,35,11,1486,260,47,6205
2012,35,13,340811,49613,3567,1439199
2012,35,15,238569,20697,1306,984809
2012,35,17,56539,6861,649,230764
2012,35,19,6333,986,100,24202
2012,35,21,0,0,10,0
2012,35,23,4564,805,91,19278
2012,35,25,274874,23488,1683,1151919
2012,35,27,31504,5247,707,134844
2012,35,28,0,0,379,0
2012,35,29,24996,4475,395,101540
2012,35,31,120349,15775,992,473830
2012,35,33,1680,297,45,7395
2012,35,35,79703,11632,991,322868
2012,35,37,11218,1925,238,46170
2012,35,39,50960,6288,574,211082
2012,35,41,25656,3806,339,103628
2012,35,43,201020,23105,1652,824666
2012,35,45,409589,38028,2830,1629560
2012,35,47,36105,5756,446,147687
2012,35,49,396939,44136,4702,1706154
2012,35,51,12541,2319,221,53567
2012,35,53,18583,2674,231,76975
2012,35,55,53370,8356,1094,225131
2012,35,57,11514,1858,233,46351
2012,35,59,6882,975,108,27405
2012,35,61,62952,10679,896,262364
2012,36,1,1845313,170336,9335,7490436
2012,36,3,79733,12033,827,352175
2012,36,5,2488318,232776,16815,10327518
2012,36,7,645213,72810,4265,2636322
2012,36,9,210995,23485,1629,843172
2012,36,11,159376,19882,1671,681212
2012,36,13,313710,41967,2932,1301095
2012,36,15,303226,32534,1814,1214990
2012,36,17,121373,12672,925,488855
2012,36,19,196041,25010,1888,820492
2012,36,21,119821,15068,1719,523701
2012,36,23,125498,16431,1046,497846
2012,36,25,102882,11263,1059,422203
2012,36,27,895025,91392,7488,3722257
2012,36,29,4152518,412042,22531,16433565
2012,36,31,76815,10851,1174,339445
2012,36,33,81872,10432,1000,333455
2012,36,35,112214,14487,1184,476985
2012,36,37,126727,16524,1345,545746
2012,36,39,84105,12195,1164,339418
2012,36,41,4232,802,196,22727
2012,36,43,86402,11873,1121,372787
2012,36,45,236845,30028,2468,1014071
2012,36,47,4765085,529489,51577,19711690
2012,36,49,40657,4836,537,166443
2012,36,51,91492,13026,1264,404761
2012,36,53,133667,17648,1422,562163
2012,36,55,3496423,339383,17304,14261523
2012,36,57,117040,15332,1083,501140
2012,36,59,6381126,523337,47194,25963631
2012,36,61,66993632,2062270,104552,210622437
2012,36,63,457406,59199,4518,1913153
2012,36,65,736113,86846,4889,2963304
2012,36,67,2164768,216066,11760,8856278
2012,36,69,396709,45364,2853,1700558
2012,36,71,943423,108486,9099,3935915
2012,36,73,63586,8647,667,276132
2012,36,75,216325,23991,2152,859641
2012,36,77,163255,19205,1455,669121
2012,36,79,194046,20519,2829,845280
2012,36,81,5500287,506249,45157,22101254
2012,36,83,439958,41994,2992,1806878
2012,36,85,823947,92666,8726,3420628
2012,36,87,1100580,100650,9251,4516950
2012,36,89,219089,26437,2016,911987
2012,36,91,590544,63228,5079,2687691
2012,36,93,498902,49247,3070,2052786
2012,36,95,37007,5440,573,166295
2012,36,97,27050,3613,367,117526
2012,36,99,108423,8786,725,371331
2012,36,101,352097,26576,1819,1283495
2012,36,103,6569782,549920,48205,26996689
2012,36,105,134636,18419,1957,583861
2012,36,107,131000,11201,812,538091
2012,36,109,402310,46558,2341,1717827
2012,36,111,345620,44789,4693,1440389
2012,36,113,266025,31512,2358,1151967
2012,36,115,87582,10040,1074,360846
2012,36,117,177111,19962,1733,704909
2012,36,119,6730544,378508,31469,23760553
2012,36,121,70310,9157,785,293007
2012,36,123,32430,5029,548,139705
2012,37,1,411159,50546,3165,1693449
2012,37,3,44368,6913,570,187287
2012,37,5,13832,2047,249,56380
2012,37,7,36281,4955,382,152601
2012,37,9,38736,5670,540,162292
2012,37,11,26425,4172,513,117296
2012,37,13,102965,12891,1094,423417
2012,37,15,25594,4656,316,109372
2012,37,17,73159,10408,513,298122
2012,37,19,193497,22575,2236,779739
2012,37,21,854350,98331,7328,3562669
2012,37,23,169776,21642,1467,704077
2012,37,25,477072,56591,3914,1963654
2012,37,27,132624,18188,1339,532951
2012,37,29,3324,555,111,14540
2012,37,31,112354,17642,1927,491100
2012,37,33,9515,1710,246,40302
2012,37,35,656057,76266,4086,2686798
2012,37,37,86059,12432,1270,356711
2012,37,39,41161,6214,594,174902
2012,37,41,27979,3911,371,118167
2012,37,43,8430,1447,206,35875
2012,37,45,234462,27697,1935,939036
2012,37,47,84828,11769,1037,358003
2012,37,49,227454,27998,2182,969222
2012,37,51,750133,94367,5749,3089479
2012,37,53,25689,3956,594,123374
2012,37,55,79659,13296,1878,421007
2012,37,57,391101,44042,2776,1584171
2012,37,59,56988,8283,792,241344
2012,37,61,92464,12480,846,375638
2012,37,63,2544057,163091,6713,9727751
2012,37,65,102472,12344,773,456675
2012,37,67,1833423,150648,8163,6604814
2012,37,69,85227,9122,929,355704
2012,37,71,521008,62054,3893,2118608
2012,37,73,4927,808,127,20555
2012,37,75,12710,1755,168,61592
2012,37,77,105293,12406,832,413177
2012,37,79,11841,2037,251,51876
2012,37,81,2561748,247276,13133,10082453
2012,37,83,89349,12404,997,350363
2012,37,85,126776,18485,1593,524424
2012,37,87,97119,13405,1374,409102
2012,37,89,248393,30016,2547,1041311
2012,37,91,57940,7195,501,235375
2012,37,93,30660,5380,403,136300
2012,37,95,4480,838,162,24354
2012,37,97,644548,58294,4287,2441307
2012,37,99,68286,9980,936,303184
2012,37,101,274393,36092,3006,1149055
2012,37,103,6455,826,137,26553
2012,37,105,206533,23500,1265,804259
2012,37,107,155648,20753,1264,650799
2012,37,109,131148,17059,1546,539891
2012,37,111,92970,12521,724,376947
2012,37,113,61873,8902,1092,264771
2012,37,115,17088,3027,314,72103
2012,37,117,33534,5268,447,141583
2012,37,119,8125418,537085,28177,29446409
2012,37,121,30646,4045,378,125527
2012,37,123,47760,6604,493,198991
2012,37,125,222834,28668,2178,970033
2012,37,127,303556,35824,2119,1219407
2012,37,129,766712,83707,6749,3210778
2012,37,131,27833,3791,264,112922
2012,37,133,221474,34474,2754,913789
2012,37,135,375580,37587,3077,1570918
2012,37,137,14741,2475,280,67480
2012,37,139,78937,11131,933,341578
2012,37,141,52774,7412,930,220516
2012,37,143,8866,1404,201,37626
2012,37,145,60820,8183,665,248909
2012,37,147,472266,57766,3577,1975565
2012,37,149,23497,3655,482,98920
2012,37,151,291914,38407,2586,1220866
2012,37,153,73730,10916,846,313414
2012,37,155,214183,31582,1839,869249
2012,37,157,170374,22369,1700,715216
2012,37,159,372037,39871,2547,1500964
2012,37,161,122341,15887,1278,515586
2012,37,163,96321,13673,1013,394382
2012,37,165,72623,9661,631,300230
2012,37,167,106687,15369,1327,445104
2012,37,169,37439,5455,610,151977
2012,37,171,209281,25949,1673,872638
2012,37,173,19832,3305,362,91488
2012,37,175,46145,6850,781,199193
2012,37,177,2148,456,74,10985
2012,37,179,388853,46000,4061,1611564
2012,37,181,91932,12252,871,385160
2012,37,183,4624365,394910,25572,18844127
2012,37,185,11519,1951,254,50587
2012,37,187,25459,2975,252,99630
2012,37,189,107708,16431,1572,468036
2012,37,191,259026,34034,2135,1077568
2012,37,193,143022,18154,1243,563049
2012,37,195,314272,32238,1736,1227327
2012,37,197,58602,8489,605,235574
2012,37,199,22247,3319,334,91039
2012,38,1,5998,818,108,25873
2012,38,3,27601,3992,362,116148
2012,38,5,8114,1126,110,33658
2012,38,7,3262,293,66,16820
2012,38,9,16253,1925,270,74797
2012,38,11,11265,1269,158,50973
2012,38,13,5249,517,91,22419
2012,38,15,439126,44738,2885,1820488
2012,38,17,956062,95262,5109,4060448
2012,38,19,9007,1253,167,46670
2012,38,21,12670,1844,218,52716
2012,38,23,7504,861,103,37026
2012,38,25,25750,2004,174,98698
2012,38,27,3130,478,72,13131
2012,38,29,5578,807,132,25035
2012,38,31,13699,1474,148,56079
2012,38,33,3928,501,74,17274
2012,38,35,249116,31815,1888,1098535
2012,38,37,2737,425,75,11917
2012,38,39,6004,755,108,25800
2012,38,41,3137,444,97,15300
2012,38,43,3458,467,61,14762
2012,38,45,7418,995,152,31200
2012,38,47,2544,441,72,10921
2012,38,49,5282,683,129,24005
2012,38,51,5941,902,109,24921
2012,38,53,50114,3728,387,256644
2012,38,55,26187,2407,261,115351
2012,38,57,0,0,240,0
2012,38,59,84821,9151,795,384105
2012,38,61,38169,3129,323,174224
2012,38,63,4515,807,130,21473
2012,38,65,0,0,48,0
2012,38,67,21441,2832,285,98485
2012,38,69,10362,1433,163,46487
2012,38,71,31279,4280,420,132217
2012,38,73,12082,1697,198,51934
2012,38,75,6082,764,105,25252
2012,38,77,49817,6030,542,214438
2012,38,79,16379,2404,205,69762
2012,38,81,0,2144,123,113516
2012,38,83,1264,179,45,5231
2012,38,85,5619,0,25,26087
2012,38,87,2396,107,17,9462
2012,38,89,181189,15462,1149,818089
2012,38,91,4904,500,62,19446
2012,38,93,68212,8832,656,286073
2012,38,95,3472,507,88,15568
2012,38,97,21158,2630,296,88378
2012,38,99,25176,3525,422,116329
2012,38,101,287406,28043,2012,1221625
2012,38,103,8557,1342,186,39202
2012,38,105,323176,20020,1312,1418771
2012,39,1,30180,4032,372,127029
2012,39,3,413666,46545,2500,1712433
2012,39,5,123174,15240,1010,503713
2012,39,7,202226,25211,1956,814348
2012,39,9,86306,12971,1079,348105
2012,39,11,164392,18092,976,662348
2012,39,13,143523,19099,1468,578412
2012,39,15,41824,6039,545,171347
2012,39,17,1199752,120826,6950,4868733
2012,39,19,34671,5104,459,147853
2012,39,21,79768,9425,599,332001
2012,39,23,328037,42522,2357,1384530
2012,39,25,430107,47094,3547,1720290
2012,39,27,107483,12621,717,448063
2012,39,29,188860,26108,2098,777884
2012,39,31,75700,9086,654,309547
2012,39,33,97677,12269,851,402232
2012,39,35,7847371,657780,33187,31649377
2012,39,37,132354,15162,1151,549889
2012,39,39,120704,13664,809,497564
2012,39,41,974803,74706,4094,3512469
2012,39,43,235708,29297,1877,1060623
2012,39,45,248867,32843,2557,1047755
2012,39,47,70309,9438,570,270574
2012,39,49,6941491,590539,26871,27763740
2012,39,51,131678,14580,934,562035
2012,39,53,81128,9064,560,319762
2012,39,55,255195,27662,2748,1116586
2012,39,57,427747,48248,3011,1803939
2012,39,59,95080,12032,854,401241
2012,39,61,6061709,466424,20926,24433090
2012,39,63,371743,39137,1712,1614180
2012,39,65,45916,6980,462,204025
2012,39,67,19008,2373,258,79878
2012,39,69,70299,8298,567,317919
2012,39,71,58725,7822,670,242452
2012,39,73,33727,5001,466,138574
2012,39,75,109464,16423,1128,495043
2012,39,77,145486,17012,1162,636364
2012,39,79,65144,9387,598,264606
2012,39,81,154817,19932,1303,640808
2012,39,83,177879,18779,1045,753971
2012,39,85,850065,84894,6115,3520300
2012,39,87,71690,10261,818,300142
2012,39,89,388209,46524,2892,1634587
2012,39,91,149590,15442,871,612130
2012,39,93,761309,83584,5573,3104659
2012,39,95,1842215,193955,9667,7396562
2012,39,97,89238,10593,668,374058
2012,39,99,704856,87288,5647,2966203
2012,39,101,179083,20742,1151,723905
2012,39,103,459080,52005,3934,1914577
2012,39,105,15400,2420,302,65635
2012,39,107,112324,14708,948,498163
2012,39,109,302837,35831,2107,1261072
2012,39,111,42189,3391,254,162174
2012,39,113,2366192,223107,11465,9514794
2012,39,115,14514,1854,156,54010
2012,39,117,26590,3590,383,113735
2012,39,119,222440,26769,1750,949994
2012,39,121,12274,1985,214,49731
2012,39,123,91196,10714,1004,402252
2012,39,125,24636,3444,296,106771
2012,39,127,24795,3710,427,104265
2012,39,129,97795,10995,803,403388
2012,39,131,88100,7991,405,367464
2012,39,133,372214,43602,2981,1573463
2012,39,135,73463,8338,648,278508
2012,39,137,75067,9409,735,306681
2012,39,139,325941,42897,2636,1346975
2012,39,141,304138,23270,1237,975482
2012,39,143,186590,22344,1320,786248
2012,39,145,132831,18312,1289,549963
2012,39,147,125017,17323,1174,518534
2012,39,149,220654,22002,992,927217
2012,39,151,1176929,138381,8344,4833451
2012,39,153,2653946,240596,13607,10437653
2012,39,155,666803,72796,4204,2724144
2012,39,157,227983,29813,2153,966016
2012,39,159,309191,30808,990,1284177
2012,39,161,72508,9391,550,305922
2012,39,163,14376,1532,149,59061
2012,39,165,765213,72306,3913,3103631
2012,39,167,196200,21489,1432,818406
2012,39,169,315855,37169,2450,1369596
2012,39,171,117102,14362,813,489358
2012,39,173,479673,49564,2749,1904296
2012,39,175,61446,7314,491,258490
2012,40,1,20101,3077,220,84602
2012,40,3,6168,820,131,27572
2012,40,5,14575,2262,256,62170
2012,40,7,13025,1341,174,54773
2012,40,9,114968,10892,889,487218
2012,40,11,19080,2340,281,77940
2012,40,13,69641,9651,747,286182
2012,40,15,33942,4278,444,145564
2012,40,17,235205,25089,2390,1028948
2012,40,19,177863,20241,1542,748714
2012,40,21,64595,9221,736,252920
2012,40,23,22551,3597,257,90090
2012,40,25,2392,347,73,9047
2012,40,27,524649,68454,5452,2268103
2012,40,29,4540,786,83,18994
2012,40,31,254765,32153,2175,1038345
2012,40,33,7779,1102,79,32231
2012,40,35,31537,4253,339,131454
2012,40,37,142065,16040,1392,590648
2012,40,39,101288,10842,916,412711
2012,40,41,50854,7538,746,206538
2012,40,43,7780,874,148,32232
2012,40,45,9214,974,107,42577
2012,40,47,387931,31278,1683,1444538
2012,40,49,67782,7720,692,278984
2012,40,51,84310,11282,1092,352854
2012,40,53,10606,914,119,41900
2012,40,55,5211,836,94,22969
2012,40,57,2706,425,54,11520
2012,40,59,5257,634,103,21063
2012,40,61,16845,2608,219,75777
2012,40,63,14691,2409,227,58482
2012,40,65,45295,6367,523,176916
2012,40,67,4556,738,106,27184
2012,40,69,13653,1812,180,55927
2012,40,71,137410,15054,1121,535978
2012,40,73,55425,5117,469,221481
2012,40,75,12099,1793,201,49682
2012,40,77,16366,1847,168,66449
2012,40,79,65808,8618,813,262006
2012,40,81,42099,5441,576,178022
2012,40,83,39972,6211,747,162602
2012,40,85,25100,4192,157,109387
2012,40,87,54607,7244,800,233000
2012,40,89,54191,8196,563,225497
2012,40,91,23852,3196,353,88710
2012,40,93,25235,2287,251,111464
2012,40,95,28867,3774,286,120982
2012,40,97,78111,9293,787,347418
2012,40,99,23802,3163,274,96980
2012,40,101,198702,22730,1431,826008
2012,40,103,0,3777,213,151702
2012,40,105,8548,1320,149,35248
2012,40,107,9111,1697,173,50257
2012,40,109,3962257,354856,22677,15879177
2012,40,111,50952,7303,689,210386
2012,40,113,40766,5983,580,178404
2012,40,115,59076,8649,606,244703
2012,40,117,16579,2285,265,73963
2012,40,119,151985,20861,1719,642899
2012,40,121,95882,11755,999,378519
2012,40,123,101177,13304,965,415488
2012,40,125,136422,18580,1306,571330
2012,40,127,9627,1799,177,40318
2012,40,129,4292,516,83,19312
2012,40,131,261232,24577,1685,1094603
2012,40,133,47692,6145,485,199422
2012,40,135,37301,6879,573,155873
2012,40,137,118342,13380,1073,487878
2012,40,139,69836,7417,480,303862
2012,40,141,9267,1298,132,37233
2012,40,143,3677813,318126,18512,14651818
2012,40,145,63076,8039,928,281110
2012,40,147,322810,19278,1188,1106643
2012,40,149,11746,1561,242,50930
2012,40,151,24176,2602,292,101576
2012,40,153,92831,8678,801,401036
2012,41,1,27667,3922,528,119700
2012,41,3,252391,24986,2078,1054875
2012,41,5,1288618,124539,10944,5392880
2012,41,7,105707,13428,1428,442077
2012,41,9,53576,7495,914,224462
2012,41,11,130899,17595,1578,546148
2012,41,13,29666,4054,482,126318
2012,41,15,32392,4645,669,144709
2012,41,17,423114,51436,5877,1825763
2012,41,19,231119,26913,2462,926939
2012,41,21,5368,580,73,19853
2012,41,23,9824,1370,246,42878
2012,41,25,8178,1220,194,35664
2012,41,27,61584,9261,958,263802
2012,41,29,514236,63219,5783,2170415
2012,41,31,25378,3488,355,112780
2012,41,33,138895,19833,1940,592409
2012,41,35,132287,16231,1556,536540
2012,41,37,8925,1162,193,38113
2012,41,39,938518,113062,9455,3953990
2012,41,41,94391,13293,1579,407693
2012,41,43,297784,32484,2400,1190174
2012,41,45,53668,8148,725,220673
2012,41,47,724722,91784,7600,3094869
2012,41,49,27612,2583,189,112365
2012,41,51,4623419,383401,25087,18461482
2012,41,53,78303,11485,1322,339803
2012,41,55,2844,365,48,11494
2012,41,57,45190,6172,693,195954
2012,41,59,157689,20976,1516,680366
2012,41,61,51303,6922,751,220716
2012,41,63,10324,1621,348,47974
2012,41,65,51500,7021,713,219888
2012,41,67,3495211,235085,14234,13386710
2012,41,69,722,159,32,2834
2012,41,71,225359,26918,2314,937299
2012,42,1,208710,27141,1883,884089
2012,42,3,8394643,692689,33316,33631798
2012,42,5,112914,14478,1330,471170
2012,42,7,435312,49713,3404,1786561
2012,42,9,94987,13159,1071,408586
2012,42,11,1497128,148540,8246,6191020
2012,42,13,406622,50601,3210,1708787
2012,42,15,199527,20657,1425,811770
2012,42,17,2571868,249881,18918,10692156
2012,42,19,833638,79516,4758,3384793
2012,42,21,392406,49302,3354,1608021
2012,42,23,12766,1659,116,52439
2012,42,25,90953,13748,1119,382184
2012,42,27,367785,44433,3245,1537527
2012,42,29,3551964,228843,13862,13877883
2012,42,31,70649,10863,929,306824
2012,42,33,206639,26796,2012,862500
2012,42,35,95049,11208,768,373495
2012,42,37,175794,22956,1393,737769
2012,42,39,204906,27150,2046,861901
2012,42,41,1121848,115524,5732,4633475
2012,42,43,1616421,142551,6826,6290770
2012,42,45,2996427,206453,12679,11093263
2012,42,47,129194,15536,892,536829
2012,42,49,1003381,115988,6239,4127036
2012,42,51,258520,36255,2673,1091053
2012,42,53,8084,1166,102,34791
2012,42,55,388593,46195,3028,1632818
2012,42,57,50587,5010,269,215877
2012,42,59,186699,15142,742,738795
2012,42,61,70723,10374,833,301768
2012,42,63,252932,27946,1919,1032588
2012,42,65,104933,13591,1174,426219
2012,42,67,33723,5193,459,146113
2012,42,69,779743,95587,5357,3126400
2012,42,71,1950560,213826,12162,8152100
2012,42,73,213266,26890,2012,907596
2012,42,75,355390,44351,2651,1493837
2012,42,77,1863429,167208,8415,7769209
2012,42,79,1103058,127598,7219,4460289
2012,42,81,412076,47239,2861,1668447
2012,42,83,121844,13781,1049,495961
2012,42,85,348616,44665,2797,1440650
2012,42,87,110046,13448,951,463744
2012,42,89,391337,43803,3365,1482409
2012,42,91,7352056,473893,25790,27472792
2012,42,93,223572,13800,454,813388
2012,42,95,920167,95395,6239,3762292
2012,42,97,178501,23342,1682,774893
2012,42,99,36865,6230,785,152728
2012,42,101,7779660,594636,26662,30612395
2012,42,103,45837,7700,883,196201
2012,42,105,39235,4130,368,148154
2012,42,107,328390,40782,2816,1361199
2012,42,109,87749,14029,855,375123
2012,42,111,168572,20129,1722,672587
2012,42,113,7507,1256,171,32050
2012,42,115,49359,6912,896,214243
2012,42,117,92485,11609,900,377201
2012,42,119,110902,14968,902,471430
2012,42,121,134860,16877,1213,557121
2012,42,123,115127,14063,949,490169
2012,42,125,1097710,85045,5042,4133864
2012,42,127,83287,12278,1311,366368
2012,42,129,1076510,122679,8704,4554119
2012,42,131,152741,10851,658,638509
2012,42,133,1543173,159872,8601,6206804
2012,44,1,94204,12342,1228,404174
2012,44,3,684654,67107,4667,2730188
2012,44,5,276170,30182,2701,1200690
2012,44,7,2851464,251373,15505,11117380
2012,44,9,406790,39713,3754,1708168
2012,45,1,31201,4273,338,130815
2012,45,3,546618,47600,2679,2189798
2012,45,5,14101,1513,120,58285
2012,45,7,446617,53564,3672,1839223
2012,45,9,22614,3124,275,91967
2012,45,11,35747,4738,348,148108
2012,45,13,357899,49554,4788,1552742
2012,45,15,395198,39308,2670,1619205
2012,45,17,39381,3271,242,142274
2012,45,19,1779282,179815,11911,7213516
2012,45,21,118139,16518,970,500397
2012,45,23,55333,6424,527,234123
2012,45,25,92487,11629,687,385751
2012,45,27,32464,5246,494,133476
2012,45,29,56042,7709,757,233923
2012,45,31,185553,17230,1125,731809
2012,45,33,48312,8629,487,197751
2012,45,35,187826,24359,2113,783249
2012,45,37,31616,4585,315,128466
2012,45,39,60733,4494,294,235660
2012,45,41,461709,54641,3102,1878806
2012,45,43,124738,17882,1750,576208
2012,45,45,2024333,209905,12119,8286567
2012,45,47,185930,22409,1357,760790
2012,45,49,24564,3369,341,114169
2012,45,51,595679,95424,8187,2633164
2012,45,53,47464,5181,537,176737
2012,45,55,130898,14967,1058,499010
2012,45,57,141746,15167,1225,574892
2012,45,59,128373,16742,939,542466
2012,45,61,12863,1835,207,51147
2012,45,63,782977,88399,6109,3066752
2012,45,65,6921,1001,94,28508
2012,45,67,44391,7365,516,183241
2012,45,69,36043,4717,341,147850
2012,45,71,86583,11089,707,348019
2012,45,73,194669,20037,1472,755663
2012,45,75,195322,25260,1668,812464
2012,45,77,171858,25161,2024,726966
2012,45,79,1522478,153584,8681,6023803
2012,45,81,24430,4073,258,99312
2012,45,83,1119983,115105,6190,4555931
2012,45,85,210852,29275,1773,884326
2012,45,87,45769,6084,456,184346
2012,45,89,56854,6521,508,226178
2012,45,91,634955,67637,4470,2676519
2012,46,3,7437,905,93,29925
2012,46,5,52332,7113,567,213406
2012,46,7,4068,709,61,17457
2012,46,9,9692,1336,181,35998
2012,46,11,104437,13178,858,432249
2012,46,13,148649,17807,1283,623684
2012,46,15,10689,1790,223,46748
2012,46,17,824,157,9,3653
2012,46,19,14887,2092,297,63423
2012,46,21,1628,263,55,7805
2012,46,23,14741,2419,278,61353
2012,46,25,4157,576,120,17580
2012,46,27,19158,3679,299,79188
2012,46,29,110030,14072,1116,462404
2012,46,31,1076,169,38,5118
2012,46,33,8708,1372,270,44661
2012,46,35,85209,11259,728,351568
2012,46,37,8247,1558,174,40268
2012,46,39,21466,1979,140,95731
2012,46,41,3936,633,86,19508
2012,46,43,5411,882,103,24770
2012,46,45,5995,845,125,26127
2012,46,47,27273,2525,206,125198
2012,46,49,2990,441,71,13410
2012,46,51,24341,3138,286,104640
2012,46,53,6281,1157,177,26829
2012,46,55,4409,665,85,19490
2012,46,57,7241,1039,167,33074
2012,46,59,6255,1096,127,29327
2012,46,61,2088,279,60,9304
2012,46,63,4057,402,39,17982
2012,46,65,46976,6469,653,196192
2012,46,67,13972,2133,241,59971
2012,46,69,3814,517,40,15948
2012,46,71,1057,250,45,5347
2012,46,73,0,0,74,0
2012,46,75,1663,282,53,7424
2012,46,77,9709,1331,171,45490
2012,46,79,27248,3612,355,115963
2012,46,81,60288,9201,1009,259243
2012,46,83,118036,13232,1263,507021
