YEAR,state,county,PAYQTR1,EMP,ESTAB,PAYANN
2014,21,71,75488,8953,833,328789
2014,21,73,135844,15524,1189,591309
2014,21,75,14795,1532,130,55100
2014,21,77,4704,764,86,17684
2014,21,79,9970,1381,220,40261
2014,21,81,27921,3642,366,114812
2014,21,83,70361,9869,713,286698
2014,21,85,41145,5968,503,176306
2014,21,87,7477,1273,163,32265
2014,21,89,41351,5039,522,177671
2014,21,91,55737,3553,126,234401
2014,21,93,288412,34714,2313,1202583
2014,21,95,46149,4934,434,184601
2014,21,97,37101,3813,284,145046
2014,21,99,30160,3948,277,127329
2014,21,101,148947,16500,1005,623393
2014,21,103,14075,1926,212,58944
2014,21,105,7447,976,74,30584
2014,21,107,153734,14716,972,634010
2014,21,109,9315,1327,95,35422
2014,21,111,4772427,404871,19558,18600872
2014,21,113,117593,14744,1068,486654
2014,21,115,29606,4084,423,127171
2014,21,117,565294,51652,3072,2316209
2014,21,119,12116,1604,169,50365
2014,21,121,46181,7520,442,193625
2014,21,123,11864,1847,220,52596
2014,21,125,177287,23054,1130,734282
2014,21,127,20817,2437,219,80872
2014,21,129,7086,1296,100,29392
2014,21,131,9166,1381,111,40858
2014,21,133,38482,4021,325,159368
2014,21,135,10399,1432,121,45136
2014,21,137,17925,2419,309,75001
2014,21,139,16803,1878,151,76828
2014,21,141,66917,6959,497,283917
2014,21,143,6471,1147,142,31452
2014,21,145,321455,33747,2099,1321788
2014,21,147,8458,1528,174,35676
2014,21,149,8043,1118,166,38147
2014,21,151,206507,23846,1639,851651
2014,21,153,8996,1322,175,38725
2014,21,155,62109,7425,357,252348
2014,21,157,103466,9009,658,398838
2014,21,159,21702,2022,160,87562
2014,21,161,60271,7079,439,244519
2014,21,163,28633,3608,371,116403
2014,21,165,2913,470,63,13701
2014,21,167,48423,5019,356,204630
2014,21,169,8329,1200,118,34068
2014,21,171,15908,2367,215,67283
2014,21,173,78870,9980,554,328826
2014,21,175,14118,2059,157,62372
2014,21,177,50914,6334,550,216143
2014,21,179,111621,14434,948,492249
2014,21,181,3188,542,80,12272
2014,21,183,66651,7958,359,274130
2014,21,185,95986,11709,1211,407561
2014,21,187,11585,1414,118,47005
2014,21,189,1943,363,47,8255
2014,21,191,13942,1725,182,58287
2014,21,193,87838,9992,626,377002
2014,21,195,175362,18512,1346,707638
2014,21,197,10274,1509,179,43464
2014,21,199,153117,19774,1456,634942
2014,21,201,673,132,18,3079
2014,21,203,17125,2756,216,71261
2014,21,205,52353,7366,503,219583
2014,21,207,33647,5017,369,137413
2014,21,209,253098,23284,895,1141340
2014,21,211,111390,12624,939,485517
2014,21,213,57719,7015,362,242290
2014,21,215,6281,1156,205,27691
2014,21,217,62536,8529,621,261028
2014,21,219,10195,1532,200,41658
2014,21,221,13840,2221,230,61495
2014,21,223,8263,639,78,32460
2014,21,225,57463,4785,268,223907
2014,21,227,468257,49690,2934,1860913
2014,21,229,21806,2922,257,89733
2014,21,231,23472,3719,277,104098
2014,21,233,27064,2393,213,108818
2014,21,235,74361,10365,626,304745
2014,21,237,3907,650,80,16837
2014,21,239,63005,6557,543,264158
2014,22,1,108520,13425,1131,457950
2014,22,3,27542,3491,316,115507
2014,22,5,446281,36244,2133,1856974
2014,22,7,26750,3189,258,125314
2014,22,9,63476,9129,717,251113
2014,22,11,63564,6687,602,260300
2014,22,13,30382,3460,225,127140
2014,22,15,283771,37056,2446,1169948
2014,22,17,986960,106795,6310,4088728
2014,22,19,763301,72192,4376,3077515
2014,22,21,11562,1716,188,50737
2014,22,23,16564,1315,156,68244
2014,22,25,10219,1557,197,43485
2014,22,27,23646,2826,249,96959
2014,22,29,38327,4261,370,144219
2014,22,31,72875,5583,422,284919
2014,22,33,2983362,249880,12063,12247688
2014,22,35,11972,1168,121,46528
2014,22,37,30225,3381,249,124645
2014,22,39,49651,6505,528,193351
2014,22,41,25039,3770,386,102282
2014,22,43,18050,1801,171,60285
2014,22,45,379752,30483,1710,1564054
2014,22,47,188669,10289,523,677013
2014,22,49,26724,2716,230,107928
2014,22,51,1981065,182695,11648,8075390
2014,22,53,61177,7345,651,250220
2014,22,55,1499052,131883,8492,6305817
2014,22,57,345971,28854,1805,1468270
2014,22,59,30680,3618,391,129946
2014,22,61,117299,14620,1037,481567
2014,22,63,159080,19878,1694,673966
2014,22,65,17565,2675,210,69697
2014,22,67,34798,5521,444,146652
2014,22,69,87553,10846,818,369319
2014,22,71,2095388,169860,8853,8216737
2014,22,73,545750,62579,4220,2224883
2014,22,75,197748,11741,699,784823
2014,22,77,40643,4244,359,159777
2014,22,79,446998,47950,3149,1779982
2014,22,81,23835,2059,134,89477
2014,22,83,41384,5524,412,169896
2014,22,85,36914,4165,492,148340
2014,22,87,82321,7804,677,325421
2014,22,89,364933,20810,968,1357184
2014,22,91,8595,1208,112,36473
2014,22,93,103038,6244,318,417352
2014,22,95,189756,14825,695,727644
2014,22,97,188219,22178,1593,819392
2014,22,99,128634,12576,970,561849
2014,22,101,279635,22131,1315,1115108
2014,22,103,784652,76382,6191,3209825
2014,22,105,280101,34530,2307,1224375
2014,22,107,4257,505,79,16919
2014,22,109,670602,54990,3020,2804891
2014,22,111,28551,4097,332,118498
2014,22,113,92950,10516,1047,409614
2014,22,115,72690,8648,722,301990
2014,22,117,66527,8916,634,278099
2014,22,119,103771,11122,802,418107
2014,22,121,121122,10980,542,531195
2014,22,123,11218,1702,186,46629
2014,22,125,44331,2668,187,147152
2014,22,127,39822,4289,287,161771
2014,23,1,396968,44283,2667,1681322
2014,23,3,166676,21024,1974,677319
2014,23,5,1826250,160331,10926,7374512
2014,23,7,70639,9147,814,285506
2014,23,9,143258,16598,2179,671765
2014,23,11,402895,45581,3218,1698359
2014,23,13,111057,14166,1715,496853
2014,23,15,64829,8374,1395,292867
2014,23,17,113388,14225,1286,473898
2014,23,19,486691,57535,4138,2024754
2014,23,21,34013,4543,436,145052
2014,23,23,147600,13169,923,616065
2014,23,25,127999,13870,1173,542676
2014,23,27,70967,8644,967,300371
2014,23,29,53599,7000,828,231635
2014,23,31,436340,51699,5500,1939717
2014,24,1,190722,24909,1575,810601
2014,24,3,2847756,222781,13881,11574122
2014,24,5,3525721,310382,19869,14385123
2014,24,9,180005,17579,1671,732790
2014,24,11,57852,6970,593,247531
2014,24,13,434306,49797,4215,1835110
2014,24,15,255115,24487,1771,1080091
2014,24,17,283806,32571,2618,1185210
2014,24,19,75514,9233,710,313540
2014,24,21,968935,86414,5975,3989323
2014,24,23,85383,11089,897,369418
2014,24,25,665602,70062,5377,2803047
2014,24,27,2499276,168040,9139,10046930
2014,24,29,57535,7304,631,242820
2014,24,31,7294789,429302,27113,27577193
2014,24,33,2772824,250855,14459,11619629
2014,24,35,86433,11634,1355,389924
2014,24,37,356702,28959,1925,1435989
2014,24,39,30214,3792,357,128572
2014,24,41,154736,17049,1464,651331
2014,24,43,535799,59656,3435,2163335
2014,24,45,319962,36723,2534,1393289
2014,24,47,108912,17710,2133,581090
2014,24,510,4335232,290404,12377,16888330
2014,25,1,673166,72254,8390,3134226
2014,25,3,534873,52802,3900,2191668
2014,25,5,1953805,192140,12703,8240643
2014,25,7,53890,5239,1062,288767
2014,25,9,3407865,281447,18332,13984085
2014,25,11,185929,19620,1579,765384
2014,25,13,1819397,166806,9669,7292607
2014,25,15,454650,58693,3548,1915668
2014,25,17,15661991,848024,43131,60649079
2014,25,19,49268,4377,985,288631
2014,25,21,4577287,334197,19637,18101007
2014,25,23,1706940,162524,12020,7383340
2014,25,25,12763044,572232,20495,45658952
2014,25,27,3220379,283752,17661,13250036
2014,26,1,8034,1234,183,37881
2014,26,3,14355,1653,227,61654
2014,26,5,368267,36129,2279,1600006
2014,26,7,77868,9883,775,342324
2014,26,9,23049,3462,534,108363
2014,26,11,21115,3149,320,100601
2014,26,13,13484,1751,195,56195
2014,26,15,83781,9582,853,360652
2014,26,17,275687,30512,2234,1141770
2014,26,19,19237,3228,444,94077
2014,26,21,554547,53366,3543,2272519
2014,26,23,94748,11010,820,406498
2014,26,25,594350,51908,2616,2469509
2014,26,27,50333,7112,725,226311
2014,26,29,73278,7808,786,313132
2014,26,31,27980,4534,745,143758
2014,26,33,60385,8979,821,263579
2014,26,35,43550,5775,534,195872
2014,26,37,130162,15320,1315,563675
2014,26,39,33099,3570,299,140352
2014,26,41,97054,11647,1048,408236
2014,26,43,121648,12714,867,539195
2014,26,45,455225,39526,2053,1630563
2014,26,47,119461,14353,1461,547289
2014,26,49,1095437,115459,7716,4474015
2014,26,51,26212,3680,404,119900
2014,26,53,28202,4110,398,115695
2014,26,55,378843,42568,3337,1681048
2014,26,57,90079,10632,734,378994
2014,26,59,86674,10299,762,368364
2014,26,61,59599,8688,851,258361
2014,26,63,84664,10639,941,371380
2014,26,65,1140046,105370,6118,4487439
2014,26,67,89689,11481,879,382895
2014,26,69,42735,6051,612,196565
2014,26,71,17807,2562,366,79583
2014,26,73,174479,23024,1384,733240
2014,26,75,521545,48179,2905,2109484
2014,26,77,1151761,103748,5511,4689600
2014,26,79,34254,3456,337,154157
2014,26,81,3522525,332683,15749,14304554
2014,26,83,807,192,65,4705
2014,26,85,5625,1067,156,27610
2014,26,87,133683,17580,1601,589094
2014,26,89,32922,4357,749,168079
2014,26,91,179956,22985,1801,772643
2014,26,93,412168,48727,4173,1828282
2014,26,95,11555,1535,163,49544
2014,26,97,14263,2066,446,99517
2014,26,99,3224879,285162,18641,13131880
2014,26,101,44278,5470,565,189386
2014,26,103,180353,21631,1626,766915
2014,26,105,78572,9108,729,355959
2014,26,107,68722,9055,736,316611
2014,26,109,41217,5421,454,174915
2014,26,111,696035,34973,1908,2304031
2014,26,113,15312,2257,286,69536
2014,26,115,385209,36169,2260,1550063
2014,26,117,90213,11869,1005,388016
2014,26,119,10890,1534,201,49392
2014,26,121,475463,52027,3153,2008956
2014,26,123,84238,9572,787,344081
2014,26,125,9329443,661188,38592,37607254
2014,26,127,30085,4413,498,143481
2014,26,129,38189,5698,560,170463
2014,26,131,5641,919,165,24573
2014,26,133,57327,6037,431,245436
2014,26,135,7968,1392,188,39876
2014,26,137,64076,8415,748,279224
2014,26,139,931628,103279,5905,4085460
2014,26,141,16088,2146,332,72230
2014,26,143,25681,4581,539,116011
2014,26,145,729941,77998,4368,2933171
2014,26,147,362559,40685,3056,1587164
2014,26,149,169367,18600,1162,722199
2014,26,151,58837,7979,818,262237
2014,26,153,12971,1752,225,59554
2014,26,155,94023,12675,1130,403541
2014,26,157,66167,8653,849,290666
2014,26,159,146832,15994,1272,602218
2014,26,161,1800548,142761,8049,7388555
2014,26,163,7755584,605093,31877,30861973
2014,26,165,105586,12855,844,450883
2014,27,1,20792,3053,398,91011
2014,27,3,1435418,113460,7420,6000486
2014,27,5,84302,11436,947,386528
2014,27,7,123937,15549,1141,503805
2014,27,9,141402,16813,925,593327
2014,27,11,9931,1506,196,51704
2014,27,13,294435,35284,1940,1228666
2014,27,15,103091,12240,754,437239
2014,27,17,71644,8171,701,302642
2014,27,19,450387,39102,2485,1883000
2014,27,21,42484,6525,800,182454
2014,27,23,42936,5382,411,185201
2014,27,25,126859,13019,1206,530280
2014,27,27,122655,17236,1238,522795
2014,27,29,18688,2332,201,95564
2014,27,31,13261,2052,286,60344
2014,27,33,31935,4106,350,129662
2014,27,35,207497,26056,2092,902045
2014,27,37,2211635,178419,10343,8640431
2014,27,39,40670,4265,440,191550
2014,27,41,149004,17560,1318,661170
2014,27,43,31168,4063,423,132138
2014,27,45,31503,4620,598,143039
2014,27,47,96013,11520,809,404502
2014,27,49,208444,20676,1327,859624
2014,27,51,11661,1525,214,54583
2014,27,53,13452301,875851,39606,52089832
2014,27,55,24555,4025,432,112845
2014,27,57,31104,4465,581,144873
2014,27,59,74313,8935,820,313872
2014,27,61,122421,13808,1125,534252
2014,27,63,47438,5419,320,182187
2014,27,65,22508,2940,294,99653
2014,27,67,143973,18799,1384,644047
2014,27,69,9151,1197,145,41624
2014,27,71,30114,3741,382,128142
2014,27,73,11265,1772,210,49163
2014,27,75,25145,3120,296,108279
2014,27,77,13058,1388,161,38217
2014,27,79,55562,6980,697,279780
2014,27,81,10071,1551,207,44766
2014,27,83,116618,12921,810,487991
2014,27,85,147693,15818,965,647564
2014,27,87,11384,1681,100,49480
2014,27,89,14575,1740,260,71484
2014,27,91,64458,7692,623,278773
2014,27,93,50102,6271,563,212480
2014,27,95,56325,8097,669,241991
2014,27,97,56352,8314,889,252740
2014,27,99,130402,13771,871,574103
2014,27,101,20955,2846,320,92572
2014,27,103,110530,12337,633,472813
2014,27,105,79785,9498,609,342939
2014,27,107,10773,1248,181,48059
2014,27,109,947764,83892,3539,4069448
2014,27,111,152426,19329,1672,668012
2014,27,113,78879,8797,398,360766
2014,27,115,42241,7230,613,176908
2014,27,117,28382,3952,324,126803
2014,27,119,74217,9524,786,323674
2014,27,121,30159,3577,359,137298
2014,27,123,4371476,298467,13280,16278230
2014,27,125,4708,744,95,21846
2014,27,127,39792,5557,527,178151
2014,27,129,38661,4765,473,166077
2014,27,131,199011,24152,1501,849600
2014,27,133,19008,2659,260,78751
2014,27,135,59516,7131,409,249231
2014,27,137,837504,86432,5282,3457867
2014,27,139,468826,41373,3252,2035868
2014,27,141,190500,21232,1970,869130
2014,27,143,25923,3333,351,112754
2014,27,145,742724,78689,4363,3206852
2014,27,147,231504,19638,1019,848969
2014,27,149,33545,4445,322,154126
2014,27,151,26074,3215,310,110120
2014,27,153,45271,5965,543,193247
2014,27,155,5734,856,119,24855
2014,27,157,47917,6111,563,201035
2014,27,159,29676,4053,394,129001
2014,27,161,47606,5851,461,204381
2014,27,163,760219,73717,5587,2991294
2014,27,165,24459,3580,286,103237
2014,27,167,13916,1963,166,62044
2014,27,169,184087,21864,1174,756910
2014,27,171,315897,35850,3209,1390296
2014,27,173,32305,3641,327,162498
2014,28,1,83927,10539,817,350862
2014,28,3,86136,11555,793,378758
2014,28,5,9369,1186,165,38522
2014,28,7,35310,4492,334,143633
2014,28,9,6185,937,58,25077
2014,28,11,67159,8799,729,277487
2014,28,13,18636,2623,262,78110
2014,28,15,3852,590,102,17459
2014,28,17,37689,5208,339,148252
2014,28,19,12589,1219,112,50574
2014,28,21,0,1952,103,115417
2014,28,23,27944,2874,224,99637
2014,28,25,34168,4012,351,142105
2014,28,27,54792,6524,559,220753
2014,28,29,39038,5514,436,155697
2014,28,31,27935,3974,329,119014
2014,28,33,355719,47635,2681,1508238
2014,28,35,280797,31621,1848,1187836
2014,28,37,9565,1168,116,39476
2014,28,39,26825,3514,311,112381
2014,28,41,6065,788,114,24114
2014,28,43,65109,8265,553,272039
2014,28,45,96060,9378,686,381400
2014,28,47,635198,70791,4120,2549773
2014,28,49,1045376,98269,5379,4253167
2014,28,51,14234,2046,242,53745
2014,28,53,12531,1733,152,46958
2014,28,55,302,57,9,1668
2014,28,57,38659,5063,351,165287
2014,28,59,480625,43347,2233,1990332
2014,28,61,29730,3203,220,120153
2014,28,63,5632,653,58,22988
2014,28,65,14105,1201,153,55818
2014,28,67,222680,25266,1316,958606
2014,28,69,16269,1636,133,68903
2014,28,71,113088,14642,1103,484109
2014,28,73,117785,16298,1298,481231
2014,28,75,261178,31011,1960,1083442
2014,28,77,21319,1697,168,82055
2014,28,79,29202,4580,293,121413
2014,28,81,384879,44656,2411,1585939
2014,28,83,98647,12461,733,391222
2014,28,85,84399,10126,785,347900
2014,28,87,195700,20422,1478,819784
2014,28,89,464301,46526,2972,1908229
2014,28,91,52112,6562,586,217039
2014,28,93,45242,6626,412,193892
2014,28,95,74587,7853,648,289122
2014,28,97,16659,2399,210,68521
2014,28,99,100498,9034,503,394777
2014,28,101,27296,3438,322,117608
2014,28,103,12574,1694,179,51749
2014,28,105,75082,11215,854,314207
2014,28,107,65490,8187,600,268384
2014,28,109,54521,7600,810,227421
2014,28,111,19433,1556,145,74221
2014,28,113,90818,12690,962,386079
2014,28,115,78077,11439,494,328172
2014,28,117,38683,5909,482,164709
2014,28,119,4621,729,104,18242
2014,28,121,480406,54164,3484,1995953
2014,28,123,71693,9938,471,304319
2014,28,125,5730,773,123,23500
2014,28,127,39843,5915,423,161310
2014,28,129,20179,2290,172,80995
2014,28,131,19698,2776,271,81884
2014,28,133,38845,5134,437,160473
2014,28,135,13906,1908,175,59088
2014,28,137,27526,3840,356,112628
2014,28,139,34241,4982,350,143707
2014,28,141,30094,4228,358,128573
2014,28,143,66334,9139,223,250822
2014,28,145,81288,9271,510,333570
2014,28,147,12930,1899,215,55212
2014,28,149,163432,19114,996,652941
2014,28,151,107267,14653,1157,445759
2014,28,153,41742,4361,383,155066
2014,28,155,11815,1465,167,49086
2014,28,157,9674,1459,132,40167
2014,28,159,38706,4774,383,164325
2014,28,161,18510,2301,177,74292
2014,28,163,34549,4034,401,139567
2014,29,1,53904,8296,635,217681
2014,29,3,10749,1734,292,48145
2014,29,5,8191,1283,202,34648
2014,29,7,52779,6814,551,209140
2014,29,9,116119,13755,729,505095
2014,29,11,19743,2613,250,78856
2014,29,13,18163,2783,349,78485
2014,29,15,12230,2266,367,51669
2014,29,17,8151,1371,202,35315
2014,29,19,646690,73688,4517,2688251
2014,29,21,401671,41950,2294,1688565
2014,29,23,107477,15023,1292,481847
2014,29,25,6110,864,144,28531
2014,29,27,116414,11839,761,447897
2014,29,29,81652,12278,1409,367299
2014,29,31,329472,38085,2399,1340450
2014,29,33,12698,1771,230,58149
2014,29,35,4510,981,191,19983
2014,29,37,137164,19588,1846,595884
2014,29,39,13953,2330,282,60921
2014,29,41,9090,1285,212,37108
2014,29,43,92266,14130,1678,404201
2014,29,45,5512,965,143,23716
2014,29,47,1112546,93216,4846,4507897
2014,29,49,20002,2792,364,84792
2014,29,51,296605,32848,2257,1247236
2014,29,53,24602,3862,381,106345
2014,29,55,45516,5502,534,184611
2014,29,57,8107,1217,139,33776
2014,29,59,10295,2384,273,43919
2014,29,61,5139,862,146,22477
2014,29,63,14245,1946,217,61425
2014,29,65,29867,3706,461,124178
2014,29,67,11496,2049,193,48030
2014,29,69,46267,8761,789,194488
2014,29,71,285134,33891,2572,1215170
2014,29,73,29925,4741,414,123289
2014,29,75,10670,1778,189,45332
2014,29,77,1332520,146256,8434,5550815
2014,29,79,19786,2731,249,82645
2014,29,81,11015,1984,205,47494
2014,29,83,58107,6834,576,240079
2014,29,85,3557,748,144,15871
2014,29,87,7024,938,141,29484
2014,29,89,11432,2183,197,55349
2014,29,91,90818,13005,1134,382995
2014,29,93,16295,2013,361,60064
2014,29,95,3972191,328883,17961,16077575
2014,29,97,440174,47215,2790,1761266
2014,29,99,309547,41053,4076,1371403
2014,29,101,66005,9892,921,281499
2014,29,103,3821,673,90,17722
2014,29,105,76968,11065,769,325384
2014,29,107,40069,6083,692,175192
2014,29,109,48387,6616,689,207718
2014,29,111,11019,1989,191,49369
2014,29,113,64844,8230,884,282535
2014,29,115,22171,3021,291,94978
2014,29,117,37067,4769,407,149422
2014,29,119,38497,5459,296,161493
2014,29,121,22508,3359,346,98987
2014,29,123,19095,2986,290,79020
2014,29,125,6741,1074,140,29648
2014,29,127,93790,11763,832,396607
2014,29,129,2599,412,74,10535
2014,29,131,39123,5992,661,173948
2014,29,133,14237,2194,246,62201
2014,29,135,18952,2701,329,83548
2014,29,137,9341,1586,192,40661
2014,29,139,14440,2094,263,64614
2014,29,141,19021,3275,478,83491
2014,29,143,55289,6002,434,223905
2014,29,145,176093,20810,1190,711585
2014,29,147,46646,6488,467,186323
2014,29,149,8654,1873,214,37145
2014,29,151,21449,3014,272,93139
2014,29,153,4685,869,175,20031
2014,29,155,30329,4310,448,131137
2014,29,157,77216,10548,488,338915
2014,29,159,141531,18488,1002,611646
2014,29,161,101319,13342,1141,411987
2014,29,163,33657,4495,396,138446
2014,29,165,363935,38472,2310,1485643
2014,29,167,65360,7338,576,274845
2014,29,169,55954,8320,716,247898
2014,29,171,4386,640,84,17527
2014,29,173,26794,2493,199,110994
2014,29,175,64703,7441,563,257369
2014,29,177,21129,2958,351,87894
2014,29,179,14486,1340,180,57728
2014,29,181,10928,2560,456,48526
2014,29,183,1232999,124616,8170,4925805
2014,29,185,8619,1403,180,35553
2014,29,186,47151,4998,404,192864
2014,29,187,132408,20176,1551,549100
2014,29,189,7546779,570809,31779,30543285
2014,29,195,54719,7904,497,228590
2014,29,197,1938,333,70,9013
2014,29,199,5584,822,132,22804
2014,29,201,111897,14449,1074,477434
2014,29,203,4779,1203,170,23212
2014,29,205,6733,963,164,27189
2014,29,207,63567,8566,707,272644
2014,29,209,21892,3649,650,104543
2014,29,211,16490,1917,109,94584
2014,29,213,141256,24310,1758,652315
2014,29,215,26652,4091,497,110828
2014,29,217,42815,5867,534,174178
2014,29,219,46000,5951,575,202424
2014,29,221,21620,3374,492,92035
2014,29,223,8489,1647,267,35959
2014,29,225,33798,4944,640,144562
2014,29,227,1492,241,48,6210
2014,29,229,21825,3486,401,93049
2014,29,510,3227728,223152,10876,11845729
2014,30,1,15748,2300,360,68950
2014,30,3,33273,2228,205,110179
2014,30,5,11768,1211,146,48468
2014,30,7,5541,787,129,24076
2014,30,9,13297,2158,407,58256
2014,30,11,857,145,31,3854
2014,30,13,230374,29900,2420,982131
2014,30,15,4313,723,155,20432
2014,30,17,34942,4518,438,157810
2014,30,19,0,0,71,0
2014,30,21,24701,2919,346,104263
2014,30,23,22301,2951,244,95074
2014,30,25,20261,1287,160,69495
2014,30,27,25603,3363,429,113945
2014,30,29,287267,35041,3916,1232876
2014,30,31,338701,41638,5127,1480729
2014,30,33,1000,135,22,3859
2014,30,35,17957,2451,253,85943
2014,30,37,0,0,15,0
2014,30,39,3360,521,110,16364
2014,30,41,37128,5410,535,164175
2014,30,43,16083,1731,263,68713
2014,30,45,1312,198,66,6065
2014,30,47,38259,5357,765,161759
2014,30,49,228813,25019,2186,944227
2014,30,51,1761,314,70,8270
2014,30,53,26343,3850,613,117803
2014,30,55,2913,367,55,12733
2014,30,57,16400,2214,362,71992
2014,30,59,1392,268,64,6540
2014,30,61,5973,897,114,24370
2014,30,63,387538,49006,4225,1679573
2014,30,65,13336,937,119,46285
2014,30,67,32046,4724,775,148561
2014,30,69,112,0,12,555
2014,30,71,4994,879,138,22092
2014,30,73,10329,1352,174,44288
2014,30,75,2556,333,71,9575
2014,30,77,7414,1069,163,33454
2014,30,79,879,147,39,3674
2014,30,81,61737,8553,1396,259940
2014,30,83,85319,5982,578,338839
2014,30,85,17815,2207,231,71838
2014,30,87,29588,2509,186,123509
2014,30,89,12098,1978,351,55616
2014,30,91,7270,1017,174,30048
2014,30,93,120488,13014,1140,471049
2014,30,95,41905,2525,261,166235
2014,30,97,12272,1044,160,59711
2014,30,99,8127,1163,211,35608
2014,30,101,13352,1649,189,58079
2014,30,103,328,51,18,1339
2014,30,105,16791,2371,275,76109
2014,30,107,2433,372,58,10385
2014,30,109,1448,183,40,5895
2014,30,111,689137,68776,5543,2892442
2014,31,1,103005,13236,970,452216
2014,31,3,10200,1413,227,43567
2014,31,5,381,0,9,1563
2014,31,7,0,37,10,1437
2014,31,9,0,0,7,0
2014,31,11,11900,1455,200,47402
2014,31,13,23307,2927,309,97077
2014,31,15,2156,388,64,9577
2014,31,17,5991,915,132,25072
2014,31,19,180525,22081,1583,753973
2014,31,21,13059,1621,200,57812
2014,31,23,21393,2195,200,79410
2014,31,25,28861,3530,536,123532
2014,31,27,14016,1941,295,61281
2014,31,29,8640,1083,156,37224
2014,31,31,10090,1807,227,46389
2014,31,33,94250,4528,300,247696
2014,31,35,8544,1166,194,39269
2014,31,37,28959,3541,250,128655
2014,31,39,19328,2554,351,86319
2014,31,41,21343,2934,380,93748
2014,31,43,94043,10773,430,409181
2014,31,45,14246,2224,283,63826
2014,31,47,73405,9715,688,311020
2014,31,49,1987,340,62,8424
2014,31,51,7860,1079,104,34277
2014,31,53,121801,15239,1004,502984
2014,31,55,3806874,305146,15136,14681559
2014,31,57,3034,337,62,12409
2014,31,59,14447,1749,230,60217
2014,31,61,2582,418,74,11507
2014,31,63,3313,394,64,13168
2014,31,65,10336,1264,158,43869
2014,31,67,55852,7390,683,238396
2014,31,69,2243,396,54,7288
2014,31,71,3218,584,98,14470
2014,31,73,2353,303,67,10306
2014,31,75,447,107,31,2178
2014,31,77,2361,377,67,9601
2014,31,79,254949,30308,1822,1068434
2014,31,81,25786,2676,304,102941
2014,31,83,4000,623,102,17219
2014,31,85,369,53,21,1606
2014,31,87,3371,397,65,16226
2014,31,89,25989,3477,412,109327
2014,31,91,567,114,30,3719
2014,31,93,6269,985,152,27627
2014,31,95,19100,2520,232,79238
2014,31,97,5936,902,115,24666
2014,31,99,13759,1876,174,56824
2014,31,101,17388,2447,354,73089
2014,31,103,208,0,23,1144
2014,31,105,10190,1179,129,44780
2014,31,107,9897,1646,261,42094
2014,31,109,1231117,129360,8111,5062090
2014,31,111,89443,11732,1061,383435
2014,31,113,484,86,24,2100
2014,31,115,0,0,12,0
2014,31,117,39,0,6,282
2014,31,119,147489,18422,1337,639744
2014,31,121,13560,1630,240,63243
2014,31,123,5550,721,114,22549
2014,31,125,2818,485,104,11729
2014,31,127,10244,1477,188,43054
2014,31,129,7124,1092,181,29693
2014,31,131,36716,5030,458,158726
2014,31,133,3858,510,64,16282
2014,31,135,6804,822,125,29612
2014,31,137,32240,3887,333,137192
2014,31,139,10751,1545,226,47668
2014,31,141,142922,15770,1014,587181
2014,31,143,5648,940,149,26253
2014,31,145,28820,3939,422,120805
2014,31,147,11889,1755,256,50845
2014,31,149,2229,0,45,9970
2014,31,151,45510,4895,301,213597
2014,31,153,455026,46905,3442,1902115
2014,31,155,26935,3732,535,117349
2014,31,157,102490,12701,1094,429898
2014,31,159,39546,5625,445,175669
2014,31,161,5972,1000,166,24673
2014,31,163,3056,541,86,14201
2014,31,165,0,38,13,1071
2014,31,167,0,0,110,0
2014,31,169,16723,2077,215,72611
2014,31,171,1577,143,22,5501
2014,31,173,14220,1517,124,60633
2014,31,175,8863,1349,182,38835
2014,31,177,72066,6402,564,297934
2014,31,179,21544,3193,248,87914
2014,31,181,4689,662,91,19068
2014,31,183,415,97,20,1832
2014,31,185,44840,6011,511,207681
2014,32,1,44898,5100,485,187092
2014,32,3,7712973,797871,42031,31098836
2014,32,5,139651,16083,1618,585619
2014,32,7,292032,20665,1081,1036583
2014,32,9,0,0,13,0
2014,32,11,49765,1813,41,149449
2014,32,13,101237,6721,395,365558
2014,32,15,22324,1520,101,80919
2014,32,17,3740,595,91,16912
2014,32,19,81821,9631,779,353607
2014,32,21,10380,1119,60,41271
2014,32,23,65036,7389,658,257750
2014,32,27,15306,1154,76,60230
2014,32,29,3326,588,87,16730
2014,32,31,1748350,173135,11655,7402578
2014,32,33,39084,2854,196,151988
2014,32,510,203654,20718,1930,887215
2014,33,1,186185,21009,1786,820827
2014,33,3,121595,16986,1833,548395
2014,33,5,253035,27644,1904,1102965
2014,33,7,70529,8984,849,294695
2014,33,9,561009,48171,2871,2325238
2014,33,11,2369278,180527,10889,9692661
2014,33,13,619093,60791,3979,2627182
2014,33,15,1463430,129125,9490,6106265
2014,33,17,407301,36242,2581,1646201
2014,33,19,104412,11664,913,455475
2014,34,1,939565,110726,6365,3980533
2014,34,3,6760919,439344,31573,26558840
2014,34,5,2307568,180008,10531,9304685
2014,34,7,1817518,170942,11402,7764243
2014,34,9,186298,25547,3788,985624
2014,34,11,378546,44491,2883,1664248
2014,34,13,4645806,289817,18751,16971707
2014,34,15,840857,88224,5884,3551595
2014,34,17,4164839,209244,13149,14470334
2014,34,19,892465,44220,3865,3091264
2014,34,21,3478513,182255,9627,12048627
2014,34,23,5995703,383660,21560,23378156
2014,34,25,2619978,228837,18997,11047854
