LFO,YEAR,PAYQTR1,EMP,ESTAB,PAYANN,EMPSZES,state
942,2018,2783,434,13,13100,241,28
942,2018,8278,659,9,37427,242,28
942,2018,10185,1056,9,40883,251,28
001,2018,30448142,2533694,153710,120602935,001,29
001,2018,1273740,137783,83459,6052479,210,29
001,2018,1687351,182693,27435,7043992,220,29
001,2018,2401745,264888,19531,10086405,230,29
001,2018,4263774,445147,14719,17374050,241,29
001,2018,3502909,328466,4801,14016558,242,29
001,2018,4736345,390875,2605,18425075,251,29
001,2018,3706076,258620,770,14486047,252,29
001,2018,2624559,163517,238,9974590,254,29
001,2018,6251643,361705,152,23143739,260,29
9101,2018,16255854,1072652,37806,60897737,001,29
9101,2018,382555,26942,13706,1627117,210,29
9101,2018,631083,55720,8243,2547259,220,29
9101,2018,1001241,90903,6675,4157679,230,29
9101,2018,1919669,163036,5414,7540792,241,29
9101,2018,1712421,125304,1819,6625433,242,29
9101,2018,2794183,195257,1265,10577073,251,29
9101,2018,2383303,158373,475,9048641,252,29
9101,2018,1859909,98673,142,6765429,254,29
9101,2018,3571490,158444,67,12008314,260,29
9111,2018,6325177,681186,57556,26837556,001,29
9111,2018,487182,53510,31802,2418663,210,29
9111,2018,653474,72310,10840,2832431,220,29
9111,2018,852530,98840,7332,3663449,230,29
9111,2018,1378725,158550,5216,5901465,241,29
9111,2018,998513,106734,1570,4089510,242,29
9111,2018,902197,90973,634,3690594,251,29
9111,2018,483111,36644,109,1997481,252,29
9111,2018,229392,21791,33,958056,254,29
9111,2018,340053,41834,20,1285907,260,29
920,2018,636413,98657,26251,2742886,001,29
920,2018,129800,28323,22042,658126,210,29
920,2018,91794,15799,2473,381357,220,29
920,2018,78386,14774,1100,322904,230,29
920,2018,78058,12762,435,325630,241,29
920,2018,64236,8979,130,252907,242,29
920,2018,65206,7197,50,279656,251,29
920,2018,90280,6200,18,357821,252,29
930,2018,2642844,272989,17898,11094993,001,29
930,2018,152546,15833,9209,776480,210,29
930,2018,157602,20217,3040,648156,220,29
930,2018,238014,33509,2439,1001243,230,29
930,2018,495064,65432,2180,2013650,241,29
930,2018,358530,43916,650,1492247,242,29
930,2018,477047,43711,295,1894111,251,29
930,2018,328605,20628,61,1360918,252,29
930,2018,132006,8334,13,556730,254,29
930,2018,303430,21409,11,1351458,260,29
932,2018,3963810,367137,13547,16511591,001,29
932,2018,116200,12691,6474,550737,210,29
932,2018,143365,17481,2664,593447,220,29
932,2018,214738,25264,1863,874900,230,29
932,2018,368647,43466,1412,1498160,241,29
932,2018,362003,42597,619,1527268,242,29
932,2018,459809,50435,343,1831137,251,29
932,2018,348116,30863,89,1425487,252,29
932,2018,310086,26535,40,1303233,254,29
932,2018,1640846,117805,43,6907222,260,29
933,2018,513922,31668,46,2064688,001,29
933,2018,70643,5631,7,288088,254,29
933,2018,2440,275,3,10764,242,29
933,2018,20621,2105,11,81570,251,29
933,2018,51220,4278,13,213751,252,29
933,2018,368826,19370,10,1469832,260,29
942,2018,110122,9405,606,453484,001,29
942,2018,5455,482,225,21350,210,29
942,2018,9863,1159,174,40665,220,29
942,2018,16836,1598,122,66230,230,29
942,2018,23611,1901,62,94353,241,29
942,2018,4766,661,10,18429,242,29
942,2018,17282,1197,7,70934,251,29
942,2018,21441,1634,5,81948,252,29
001,2018,3595180,371239,38720,15192070,001,30
001,2018,300806,36131,23392,1540811,210,30
001,2018,373606,45435,6872,1619178,220,30
001,2018,526805,61966,4616,2271583,230,30
001,2018,693112,79798,2688,2962810,241,30
001,2018,473348,51378,750,1951662,242,30
001,2018,489081,44538,307,2003423,251,30
001,2018,357643,24548,74,1335266,252,30
001,2018,83985,5897,9,325386,254,30
001,2018,296794,21548,12,1181951,260,30
9101,2018,1344181,107570,6201,5330190,001,30
9101,2018,68408,4960,2700,302473,210,30
9101,2018,98829,8412,1265,403866,220,30
9101,2018,166155,14513,1076,698681,230,30
9101,2018,250100,21527,717,1031568,241,30
9101,2018,229918,19244,275,891167,242,30
9101,2018,234233,18320,122,910364,251,30
9101,2018,213073,13145,40,769761,252,30
9101,2018,45391,2451,4,170928,254,30
9111,2018,1110787,138768,20321,5117136,001,30
9111,2018,155076,19133,12946,847020,210,30
9111,2018,190513,24059,3647,864680,220,30
9111,2018,232906,29861,2223,1041852,230,30
9111,2018,266538,34171,1169,1181926,241,30
9111,2018,125888,16259,246,575234,242,30
9111,2018,103167,11402,81,473540,251,30
9111,2018,25988,2408,8,99524,252,30
920,2018,14016,2641,205,57713,230,30
920,2018,77543,14570,4189,359296,001,30
920,2018,22211,4775,3410,118027,210,30
920,2018,14381,3099,481,60865,220,30
920,2018,12399,1997,70,57540,241,30
920,2018,6995,1253,17,29956,242,30
920,2018,7541,805,6,35195,251,30
930,2018,310820,40698,4165,1336496,001,30
930,2018,28511,3620,2404,157517,210,30
930,2018,33667,4745,720,142267,220,30
930,2018,54663,7083,523,233947,230,30
930,2018,76245,11510,382,322258,241,30
930,2018,46257,6633,94,193701,242,30
930,2018,43148,5191,38,177369,251,30
930,2018,13695,996,3,53857,252,30
932,2018,661416,63504,3591,2687899,001,30
932,2018,24805,3482,1855,107794,210,30
932,2018,32456,4683,696,130325,220,30
932,2018,52121,7097,529,207408,230,30
932,2018,78668,9423,313,328789,241,30
932,2018,59371,7445,110,242141,242,30
932,2018,91191,8129,56,362024,251,30
932,2018,81926,7293,21,342515,252,30
932,2018,16312,1945,3,61906,254,30
932,2018,224566,14007,8,904997,260,30
933,2018,52122,2652,16,193015,001,30
933,2018,899,134,4,3713,241,30
933,2018,3975,372,5,15928,242,30
942,2018,38311,3477,237,168038,001,30
942,2018,1795,161,77,7980,210,30
942,2018,3570,430,62,16413,220,30
942,2018,6705,742,58,30891,230,30
942,2018,8263,1036,33,37016,241,30
942,2018,944,172,3,3535,242,30
942,2018,6535,467,3,25912,251,30
001,2018,9400242,845616,54875,37831602,001,31
001,2018,449947,50134,29903,2221099,210,31
001,2018,598718,67157,10120,2521916,220,31
001,2018,843683,94545,6997,3556528,230,31
001,2018,1456723,153309,5142,5902660,241,31
001,2018,1035360,101113,1482,4224271,242,31
001,2018,1458187,124569,841,5799037,251,31
001,2018,1037390,82054,236,3988124,252,31
001,2018,1037510,66334,100,3789290,254,31
001,2018,1482724,106401,54,5828677,260,31
9101,2018,4649753,347524,12104,17894259,001,31
9101,2018,114785,8238,4360,549457,210,31
9101,2018,201629,18067,2667,809298,220,31
9101,2018,787049,57927,386,3043409,251,31
9101,2018,327555,29261,2149,1330809,230,31
9101,2018,577637,51843,1732,2329287,241,31
9101,2018,488105,40538,580,1946622,242,31
9101,2018,691397,51423,148,2579311,252,31
9101,2018,640722,36693,56,2200468,254,31
9101,2018,820874,53534,26,3105598,260,31
9111,2018,2366248,251400,25805,10085734,001,31
9111,2018,211226,24783,15344,1078319,210,31
9111,2018,264525,30557,4624,1163721,220,31
9111,2018,337996,41140,3065,1483972,230,31
9111,2018,558345,60603,2041,2252906,241,31
9111,2018,290533,30937,461,1220882,242,31
9111,2018,332973,31538,216,1366366,251,31
9111,2018,146452,11853,34,585279,252,31
9111,2018,97307,8111,12,384535,254,31
9111,2018,126891,11878,8,549754,260,31
920,2018,203622,25753,5743,818817,001,31
920,2018,36387,6743,4555,170035,210,31
920,2018,26992,4562,714,112615,220,31
920,2018,21520,3911,297,88313,230,31
920,2018,26119,3829,131,113693,241,31
920,2018,18024,1875,27,77340,242,31
920,2018,25311,2070,14,108696,251,31
920,2018,13821,1509,4,55314,252,31
930,2018,678520,83039,5722,2858113,001,31
930,2018,50130,5031,2946,255386,210,31
930,2018,52803,6878,1041,218020,220,31
930,2018,73398,10280,754,309051,230,31
930,2018,146628,20865,691,606735,241,31
930,2018,109524,12788,192,449157,242,31
930,2018,93814,11074,73,388453,251,31
930,2018,66194,5563,15,281989,252,31
930,2018,33038,4319,7,147248,254,31
932,2018,45409,6312,959,185410,220,31
930,2018,52991,6241,3,202074,260,31
932,2018,1292426,122332,5008,5280929,001,31
932,2018,33562,4991,2546,150665,210,31
932,2018,68005,8524,626,276084,230,31
932,2018,126524,14459,487,508378,241,31
932,2018,109475,13350,198,447372,242,31
932,2018,161540,17994,126,659402,251,31
932,2018,97261,9889,30,395598,252,31
932,2018,238593,14705,21,939379,254,31
932,2018,412057,32108,15,1718641,260,31
933,2018,116525,8074,44,505371,001,31
933,2018,2077,212,6,8661,241,31
933,2018,8841,750,10,36939,242,31
933,2018,41384,3271,21,172249,251,31
933,2018,20185,1847,3,85501,254,31
942,2018,93148,7494,449,388379,001,31
942,2018,3857,348,152,17237,210,31
942,2018,10858,875,14,45959,242,31
942,2018,7360,781,115,32852,220,31
942,2018,15139,1412,105,68035,230,31
942,2018,19393,1498,54,83000,241,31
942,2018,16116,695,5,60462,251,31
942,2018,12760,1226,3,48675,252,31
001,2018,13587928,1221809,67845,55017016,001,32
001,2018,669102,56789,36199,3584541,210,32
001,2018,798691,81745,12116,3296144,220,32
001,2018,1218720,122222,9079,4981469,230,32
001,2018,1908886,195972,6543,7826950,241,32
001,2018,1493970,143437,2112,6050131,242,32
001,2018,2053984,187458,1255,8220248,251,32
001,2018,1290665,104330,304,5080790,252,32
001,2018,1102170,92943,138,4261884,254,32
001,2018,3051740,236913,99,11714859,260,32
9101,2018,7161822,574546,17891,28209040,001,32
9101,2018,206503,12930,7596,1003953,210,32
9101,2018,267062,22612,3328,1081651,220,32
9101,2018,479745,39093,2898,1889830,230,32
9101,2018,784146,65563,2195,3120380,241,32
9101,2018,757663,62483,901,2999425,242,32
9101,2018,1183284,95354,643,4630580,251,32
9101,2018,839122,62168,177,3305159,252,32
9101,2018,727785,59085,87,2804907,254,32
9101,2018,1916512,155258,66,7373155,260,32
9111,2018,3170754,327884,31397,13570693,001,32
9111,2018,327572,27784,18652,1735706,210,32
9111,2018,347176,37225,5520,1480559,220,32
9111,2018,478931,50718,3791,2035228,230,32
9111,2018,175193,21058,61,696078,252,32
9111,2018,647209,72573,2431,2758502,241,32
9111,2018,395468,40321,607,1637388,242,32
9111,2018,430954,46397,307,1821599,251,32
9111,2018,88499,12306,20,385853,254,32
9111,2018,279752,19502,8,1019780,260,32
920,2018,529604,63476,5713,2153319,001,32
920,2018,37977,6120,3955,197759,210,32
920,2018,36135,5882,894,149256,220,32
920,2018,38850,6244,480,156613,230,32
920,2018,54757,7460,239,226660,241,32
920,2018,45865,6375,91,188835,242,32
920,2018,45176,5283,36,180515,251,32
920,2018,32512,2814,9,133393,252,32
920,2018,25297,2743,4,91378,254,32
920,2018,213035,20555,5,828910,260,32
930,2018,1940306,195587,10276,7903614,001,32
930,2018,74651,7698,4757,513954,210,32
930,2018,116867,12676,1866,455256,220,32
930,2018,182030,21777,1583,736567,230,32
930,2018,338905,41382,1388,1384048,241,32
930,2018,227873,26787,401,960085,242,32
930,2018,282441,30812,203,1150549,251,32
930,2018,169515,14262,44,651883,252,32
930,2018,214741,14348,21,797096,254,32
930,2018,333283,25845,13,1254176,260,32
932,2018,532246,45696,2418,2162165,001,32
932,2018,20712,2195,1199,121479,210,32
932,2018,27995,3179,484,113678,220,32
932,2018,35088,4179,312,148168,230,32
932,2018,68955,7647,248,281293,241,32
932,2018,56549,6626,100,225515,242,32
932,2018,79151,7853,55,314375,251,32
932,2018,74323,4028,13,294277,252,32
933,2018,18374,1060,6,66536,251,32
932,2018,32288,2166,3,126415,254,32
932,2018,137185,7823,4,536965,260,32
933,2018,206067,10512,23,833249,001,32
933,2018,399,46,6,1564,220,32
933,2018,1965,184,3,8039,242,32
933,2018,171973,7930,3,701873,260,32
942,2018,47129,4108,127,184936,001,32
942,2018,1602,55,38,11354,210,32
942,2018,3057,125,18,14180,220,32
942,2018,4076,211,15,15063,230,32
942,2018,14239,1301,41,53498,241,32
942,2018,8587,661,9,30844,242,32
942,2018,14604,699,5,56094,251,32
001,2018,7856226,612420,38375,31633130,001,33
001,2018,384209,34503,19842,1924422,210,33
001,2018,536458,50454,7539,2289300,220,33
001,2018,758252,71312,5271,3253536,230,33
001,2018,1216724,109521,3669,5068028,241,33
001,2018,935775,79333,1157,3841151,242,33
001,2018,1262912,94022,636,4932157,251,33
001,2018,970432,61086,180,3551565,252,33
001,2018,601247,36234,52,2240341,254,33
001,2018,1190217,75955,29,4532630,260,33
9101,2018,3742412,235144,10961,14231787,001,33
9101,2018,144254,8452,4458,631125,210,33
9101,2018,213575,16022,2383,851801,220,33
9101,2018,322597,24706,1822,1332822,230,33
9101,2018,529193,40595,1341,2096752,241,33
9101,2018,455877,33718,486,1792529,242,33
9101,2018,805201,51890,348,2971475,251,33
9101,2018,552869,29314,86,1988265,252,33
9111,2018,102900,9131,5205,608789,210,33
9101,2018,468626,22460,31,1711182,254,33
9101,2018,250220,7987,6,855836,260,33
9111,2018,1843216,156298,10535,8114682,001,33
9111,2018,157357,14212,2106,738572,220,33
9111,2018,228497,21474,1591,1054455,230,33
9111,2018,381869,34177,1151,1696390,241,33
9111,2018,253690,22266,335,1138989,242,33
9111,2018,209714,17205,120,931738,251,33
9111,2018,102166,6060,19,380981,252,33
9111,2018,390936,30468,6,1536045,260,33
920,2018,373807,47091,7527,1483731,001,33
920,2018,59347,8643,5541,307760,210,33
920,2018,53426,7920,1209,225565,220,33
920,2018,42678,6590,498,183676,230,33
920,2018,39788,5307,189,160286,241,33
920,2018,19278,2287,35,75233,242,33
920,2018,24759,3652,24,101823,251,33
930,2018,44442,5045,3044,237655,210,33
920,2018,70568,8590,25,243113,252,33
920,2018,18127,3015,5,74579,254,33
930,2018,626481,68535,5812,2660413,001,33
930,2018,57244,7060,1067,248099,220,33
930,2018,94018,11634,853,389716,230,33
930,2018,141105,17582,597,605743,241,33
930,2018,127348,12326,179,511771,242,33
930,2018,83954,7986,56,351306,251,33
930,2018,73211,4322,13,271314,252,33
932,2018,1208119,101341,3385,4907221,001,33
932,2018,31365,3082,1532,132640,210,33
932,2018,52632,4915,730,216394,220,33
932,2018,68134,6579,483,283769,230,33
932,2018,122014,11370,377,497522,241,33
932,2018,77296,8396,118,313667,242,33
932,2018,135883,12905,85,558917,251,33
932,2018,152328,12207,35,610140,252,33
932,2018,67578,6556,10,275871,254,33
932,2018,500889,35331,15,2018301,260,33
933,2018,32197,2200,80,134258,001,33
933,2018,596,83,22,2660,210,33
933,2018,1638,283,37,6985,220,33
933,2018,828,162,11,3355,230,33
933,2018,1129,272,8,5329,241,33
942,2018,29994,1811,75,101038,001,33
942,2018,1305,67,40,3793,210,33
942,2018,2286,340,4,8962,242,33
942,2018,586,42,7,1884,220,33
942,2018,1500,167,13,5743,230,33
942,2018,1626,218,6,6006,241,33
942,2018,3401,384,3,16898,251,33
001,2018,61122801,3739076,233806,230637460,001,34
001,2018,2378146,223417,131924,11803322,210,34
001,2018,2953844,273632,41305,12363021,220,34
001,2018,4311120,377425,27916,17866104,230,34
001,2018,7517650,609896,20207,30204354,241,34
001,2018,6802723,461475,6736,26402661,242,34
001,2018,9621321,613609,4031,37028884,251,34
001,2018,7445120,353914,1052,26424174,252,34
001,2018,5675945,249506,374,20566736,254,34
001,2018,14416932,576202,261,47978204,260,34
9101,2018,36017558,1562473,62252,124185107,001,34
9101,2018,788726,52090,29047,3409780,210,34
9101,2018,1065761,79148,11820,4171457,220,34
9101,2018,1658631,118409,8781,6484758,230,34
9101,2018,3294448,211194,6984,12350791,241,34
9101,2018,3649867,184841,2670,13279202,242,34
9101,2018,5882244,308086,2007,21509559,251,34
9101,2018,5390466,203769,599,18180307,252,34
9111,2018,867332,79636,46596,4610733,210,34
9101,2018,4256723,142905,215,14643972,254,34
9101,2018,10030692,262031,129,30155281,260,34
9111,2018,11374594,952225,81599,49856555,001,34
9111,2018,1080632,98094,14845,4800782,220,34
9111,2018,1539961,135687,10022,6828584,230,34
9111,2018,2446934,208534,6929,10682181,241,34
9111,2018,1711114,136021,2008,7277807,242,34
9111,2018,1782454,138405,913,7555927,251,34
9111,2018,870272,69886,209,3607361,252,34
9111,2018,387225,33947,51,1551008,254,34
9111,2018,688670,52015,26,2942172,260,34
920,2018,1499363,162303,33022,6410137,001,34
920,2018,261756,40021,25994,1324692,210,34
920,2018,192679,28240,4402,816055,220,34
920,2018,154569,21381,1651,650473,230,34
920,2018,187509,18960,650,686007,241,34
920,2018,124247,12810,183,519268,242,34
920,2018,223662,15149,102,910068,251,34
920,2018,104332,6786,21,442760,252,34
920,2018,132317,8230,13,585787,254,34
920,2018,118292,10726,6,475027,260,34
930,2018,6645841,603476,42930,27612222,001,34
930,2018,356104,40131,24123,1984357,210,34
930,2018,452178,49556,7480,1915324,220,34
930,2018,701054,71664,5222,2871618,230,34
930,2018,1172890,123129,4053,4822949,241,34
930,2018,893820,83280,1230,3597824,242,34
930,2018,1116369,92925,628,4571961,251,34
930,2018,637287,38705,120,2475694,252,34
930,2018,428660,30361,45,1908453,254,34
930,2018,887479,73725,29,3464042,260,34
932,2018,5091445,428533,13654,20341858,001,34
932,2018,100689,11293,6038,458688,210,34
932,2018,350861,31864,95,1401591,252,34
932,2018,158337,18258,2708,641845,220,34
932,2018,245998,29467,2180,989569,230,34
932,2018,394372,46109,1524,1589170,241,34
932,2018,412037,43404,630,1678653,242,34
932,2018,597544,57855,372,2402431,251,34
932,2018,419585,31163,45,1674561,254,34
932,2018,2412022,159120,62,9505350,260,34
933,2018,294017,19166,15,1482233,001,34
933,2018,21540,1103,3,89630,252,34
933,2018,259772,17371,8,1339257,260,34
942,2018,199983,10900,334,749348,001,34
942,2018,3539,246,126,15072,210,34
942,2018,4257,336,50,17558,220,34
942,2018,10535,779,58,39470,230,34
942,2018,21497,1970,67,73256,241,34
942,2018,7069,1011,14,29208,242,34
942,2018,19048,1189,9,78938,251,34
942,2018,70362,1801,5,226831,252,34
942,2018,43671,2354,4,171940,254,34
001,2018,6616486,631393,43830,26933964,001,35
001,2018,353281,39343,22529,1826673,210,35
001,2018,502055,57156,8596,2056497,220,35
001,2018,744652,83669,6185,3056857,230,35
001,2018,1189147,131734,4365,4896378,241,35
001,2018,796497,86247,1274,3272848,242,35
001,2018,1020555,96127,649,4162748,251,35
001,2018,635042,56149,170,2449937,252,35
001,2018,394677,31855,47,1564809,254,35
001,2018,980580,49113,15,3647217,260,35
9101,2018,2946386,252789,11142,11590344,001,35
9101,2018,103228,7916,3956,449527,210,35
9101,2018,180179,18045,2668,715417,220,35
9101,2018,292057,28071,2072,1168381,230,35
9101,2018,498488,45049,1474,1980495,241,35
9101,2018,354556,35248,515,1413625,242,35
9101,2018,563271,49774,327,2197895,251,35
9101,2018,413729,33482,100,1547924,252,35
9101,2018,215056,16816,25,837583,254,35
9101,2018,325822,18388,5,1279497,260,35
9111,2018,1514065,173491,17184,6578628,001,35
9111,2018,142095,15612,9509,723806,210,35
9111,2018,195390,21471,3232,823618,220,35
9111,2018,267926,31196,2316,1133181,230,35
9111,2018,379023,46186,1549,1608769,241,35
9111,2018,234730,26548,397,984250,242,35
9111,2018,191430,20688,146,870385,251,35
9111,2018,84802,9423,31,365444,252,35
9111,2018,18669,2367,4,69175,254,35
920,2018,200700,28614,5743,871346,001,35
920,2018,39872,7048,4310,186442,210,35
920,2018,20781,2547,36,86413,242,35
920,2018,30434,5435,852,128124,220,35
920,2018,28153,4653,352,112408,230,35
920,2018,37666,4871,172,168180,241,35
920,2018,35125,2753,18,155137,251,35
920,2018,8669,1307,3,34642,252,35
930,2018,940231,88351,5739,3829518,001,35
930,2018,39707,4936,2848,345331,210,35
930,2018,54902,6836,1032,222339,220,35
930,2018,87592,11392,835,359143,230,35
930,2018,160134,21949,721,672110,241,35
930,2018,106464,13659,207,443932,242,35
930,2018,109558,10480,75,435514,251,35
930,2018,44919,4594,14,180630,252,35
930,2018,50621,3450,5,205073,254,35
932,2018,691601,67130,3880,2840257,001,35
932,2018,27368,3740,1860,117468,210,35
932,2018,40336,5261,797,163593,220,35
932,2018,66600,8004,583,274670,230,35
932,2018,110073,13213,434,452108,241,35
932,2018,73790,7672,111,319198,242,35
932,2018,85308,9874,69,355274,251,35
932,2018,55875,5089,15,217490,252,35
932,2018,54508,4990,7,229143,254,35
932,2018,177743,9287,4,711313,260,35
933,2018,248200,15794,27,931963,001,35
933,2018,3467,283,4,14504,242,35
933,2018,18623,1331,7,78275,251,35
933,2018,19618,1725,5,79156,252,35
933,2018,34879,3169,5,145550,254,35
933,2018,171139,9241,3,612588,260,35
942,2018,75303,5224,115,291908,001,35
942,2018,1011,91,46,4099,210,35
942,2018,2709,290,4,10926,242,35
942,2018,17240,1227,7,70268,251,35
001,2018,162409905,8410206,547194,572408254,001,36
001,2018,5560420,537207,328812,29602759,210,36
001,2018,6490393,600395,90620,26979428,220,36
001,2018,9603848,818596,60620,39109624,230,36
001,2018,16797117,1257265,41704,65377778,241,36
001,2018,14934963,926957,13545,56159822,242,36
001,2018,23250527,1196025,7897,84066849,251,36
001,2018,17802496,806909,2364,60866992,252,36
001,2018,16633647,661625,982,55535623,254,36
001,2018,51336494,1605227,650,154709379,260,36
9101,2018,90776257,3181390,170554,278440879,001,36
9101,2018,1939394,167059,97884,8620873,210,36
9101,2018,2290839,191710,28892,8851817,220,36
9101,2018,3664958,264692,19539,13798770,230,36
9101,2018,7182065,422675,14045,25455778,241,36
9101,2018,6993020,338334,4882,24312064,242,36
9101,2018,12871781,531251,3461,43542399,251,36
9101,2018,10681951,383967,1124,34469118,252,36
9101,2018,11331781,317590,478,35503614,254,36
9101,2018,33820468,564112,249,83886446,260,36
9111,2018,22864900,2061249,220358,101492017,001,36
9111,2018,2266645,221611,141424,13124489,210,36
9111,2018,2466751,239631,36289,11049929,220,36
9111,2018,3239404,303610,22580,14437946,230,36
9111,2018,3165003,239689,1626,13174216,251,36
942,2018,814,108,15,3406,220,35
942,2018,2165,333,25,8425,230,35
942,2018,3448,441,14,13475,241,35
9111,2018,4681437,421631,14110,20300739,241,36
9111,2018,3149751,252054,3743,13479326,242,36
9111,2018,1530895,128811,374,6472681,252,36
9111,2018,875616,87980,131,3603690,254,36
9111,2018,1489398,166232,81,5849001,260,36
920,2018,3357831,300163,49693,13713096,001,36
920,2018,406050,59026,38380,2646381,210,36
920,2018,328781,43043,6680,1397739,220,36
920,2018,333814,35466,2712,1301364,230,36
920,2018,389184,35373,1188,1479601,241,36
920,2018,364765,28136,408,1443665,242,36
920,2018,559531,32139,226,1821742,251,36
920,2018,371507,20819,61,1390085,252,36
920,2018,243880,17423,25,863314,254,36
920,2018,360319,28738,13,1369205,260,36
930,2018,22229818,1112521,62416,84673439,001,36
930,2018,612401,54423,32936,3683116,210,36
930,2018,856728,69298,10398,3431936,220,36
930,2018,1390696,111488,8193,5600036,230,36
930,2018,2882705,207575,6763,11306044,241,36
930,2018,2856752,159686,2351,10553585,242,36
930,2018,4445598,188015,1241,16553279,251,36
930,2018,3504071,124972,370,11669684,252,36
932,2018,295337,31056,15994,1356427,210,36
930,2018,2196343,72274,106,7671239,254,36
930,2018,3484524,124790,58,14204520,260,36
932,2018,20814580,1622858,40117,84590549,001,36
932,2018,467283,50698,7518,1925700,220,36
932,2018,860902,94930,6956,3515273,230,36
932,2018,1582754,163697,5381,6527078,241,36
932,2018,1500140,144883,2104,6149997,242,36
932,2018,2133798,199755,1309,8678176,251,36
932,2018,1597046,141962,419,6417584,252,36
932,2018,1729350,151584,221,6990473,254,36
932,2018,10647970,644293,215,43029841,260,36
933,2018,610,55,5,2388,230,36
933,2018,1744003,85917,111,7049877,001,36
933,2018,429,55,19,1868,210,36
933,2018,1055,142,23,4200,220,36
933,2018,21622,1450,8,91132,251,36
933,2018,69261,3432,8,258905,252,36
933,2018,232912,12903,18,801818,254,36
933,2018,1417880,67854,29,5888655,260,36
942,2018,622516,46108,3945,2448397,001,36
942,2018,40164,3977,2175,169605,210,36
942,2018,78956,5873,820,318107,220,36
942,2018,113464,8355,635,453847,230,36
942,2018,78738,6288,216,307627,241,36
942,2018,70535,3864,57,221185,242,36
942,2018,53194,3726,26,205905,251,36
942,2018,47765,2946,8,188935,252,36
942,2018,23765,1871,3,101475,254,36
942,2018,115935,9208,5,481711,260,36
001,2018,47489262,3848565,234948,184233031,001,37
001,2018,2029471,208107,124092,9885194,210,37
001,2018,2705967,291826,43851,11170651,220,37
001,2018,3894734,410412,30326,15842816,230,37
001,2018,6435692,697471,23080,26324052,241,37
001,2018,5618410,549505,8031,22154277,242,37
001,2018,7286449,595303,3963,28435581,251,37
001,2018,4946935,335744,998,18594050,252,37
001,2018,4461867,254007,374,16184948,254,37
001,2018,10109737,506190,233,35641462,260,37
9101,2018,27066483,1717705,61584,98332238,001,37
9101,2018,620966,42381,22792,2847291,210,37
9101,2018,1017453,91027,13458,3984953,220,37
9101,2018,1615058,138364,10212,6255979,230,37
9101,2018,3466217,201351,601,12646774,252,37
9101,2018,2900343,255997,8434,11399737,241,37
9101,2018,3029660,245888,3562,11471827,242,37
9101,2018,4598215,325625,2136,17314164,251,37
