LFO,YEAR,PAYQTR1,EMP,ESTAB,PAYANN,EMPSZES,state
910,2016,1470384,93461,136,5446201,254,29
9111,2016,5616180,650587,54887,24971033,001,29
9111,2016,430021,51376,29946,2192800,212,29
9111,2016,591341,70314,10578,2632443,220,29
9111,2016,774037,94506,7026,3442144,230,29
9111,2016,1227167,151517,5009,5472721,241,29
9111,2016,904160,108164,1592,3924555,242,29
9111,2016,800038,84558,582,3374255,251,29
9111,2016,432044,35988,105,1855138,252,29
9111,2016,252658,25550,35,1107103,254,29
9111,2016,204714,28614,14,969874,260,29
920,2016,585884,106443,34607,2556394,001,29
920,2016,143290,38347,30471,694726,212,29
920,2016,87276,16296,2542,373232,220,29
920,2016,66588,12975,987,284492,230,29
920,2016,72225,12241,420,293135,241,29
920,2016,54991,8793,128,235399,242,29
920,2016,58162,5942,41,243031,251,29
920,2016,50798,4573,13,211626,252,29
920,2016,14995,2283,3,57508,254,29
920,2016,0,0,2,0,260,29
930,2016,2199327,250506,17649,9498256,001,29
930,2016,141492,15853,9309,717098,212,29
930,2016,144771,20289,3049,623496,220,29
930,2016,465006,43504,292,1986438,251,29
930,2016,219892,31604,2302,948381,230,29
930,2016,418745,60801,2011,1770426,241,29
930,2016,323581,40804,612,1351217,242,29
930,2016,251542,19679,57,1106323,252,29
930,2016,115815,8067,13,481122,254,29
930,2016,118483,9905,4,513755,260,29
932,2016,3485637,358336,13424,15198723,001,29
932,2016,95465,12671,6400,430982,212,29
932,2016,135726,17909,2707,564072,220,29
932,2016,201796,24258,1795,849998,230,29
932,2016,340172,42415,1395,1422930,241,29
932,2016,341630,42316,616,1481266,242,29
932,2016,417378,50011,342,1748000,251,29
932,2016,290998,29492,87,1236890,252,29
932,2016,260083,26840,40,1122634,254,29
932,2016,1402389,112424,42,6341951,260,29
933,2016,427119,30749,50,1780963,001,29
933,2016,0,0,1,0,212,29
933,2016,0,0,0,0,220,29
933,2016,0,0,2,0,230,29
933,2016,0,0,0,0,241,29
933,2016,2261,265,3,9025,242,29
933,2016,23200,2298,13,92577,251,29
933,2016,53380,4621,14,216659,252,29
933,2016,60895,5265,7,247510,254,29
933,2016,287107,18277,10,1214104,260,29
942,2016,120743,10037,547,498903,001,29
942,2016,18562,1792,66,74496,241,29
942,2016,4567,402,215,17972,212,29
942,2016,7406,754,121,30241,220,29
942,2016,15279,1444,109,58564,230,29
942,2016,7010,1063,16,23555,242,29
942,2016,25383,1985,15,108145,251,29
942,2016,14926,1122,3,61523,252,29
942,2016,0,0,2,0,254,29
942,2016,0,0,0,0,260,29
001,2016,3383338,378463,37626,14542766,001,30
001,2016,274370,35436,22523,1428415,212,30
001,2016,342476,45295,6852,1498663,220,30
001,2016,480752,59993,4451,2081451,230,30
001,2016,644709,78363,2652,2758745,241,30
001,2016,437016,49841,733,1801556,242,30
001,2016,508885,47856,327,2046824,251,30
001,2016,274794,20933,61,1050108,252,30
001,2016,122279,7362,11,450105,254,30
001,2016,298057,33384,16,1426899,260,30
910,2016,161581,14660,1090,681298,230,30
910,2016,1364438,119985,6344,5539717,001,30
910,2016,62688,4991,2723,307395,212,30
910,2016,94795,8874,1337,400239,220,30
910,2016,249482,22266,739,1027140,241,30
910,2016,206158,18490,263,801767,242,30
910,2016,260288,21700,149,966451,251,30
910,2016,171978,11957,34,648188,252,30
910,2016,96746,4358,6,341298,254,30
910,2016,0,0,3,0,260,30
9111,2016,990684,132959,19134,4556103,001,30
9111,2016,137656,18224,12043,741477,212,30
9111,2016,169201,22955,3480,764830,220,30
9111,2016,212100,29144,2163,950501,230,30
9111,2016,231350,32797,1124,1036514,241,30
9111,2016,115012,15659,242,517442,242,30
9111,2016,101347,10918,77,454336,251,30
9111,2016,6882,840,3,28272,252,30
9111,2016,0,0,1,0,254,30
9111,2016,0,0,1,0,260,30
920,2016,89235,18115,4427,401376,001,30
920,2016,22532,5119,3561,117811,212,30
920,2016,16253,3866,595,69596,220,30
920,2016,12481,2364,180,51275,230,30
920,2016,10358,2048,71,45696,241,30
920,2016,4663,1025,15,20457,242,30
920,2016,0,0,2,0,251,30
920,2016,0,0,1,0,252,30
930,2016,26653,3574,2359,145171,212,30
920,2016,0,0,0,0,254,30
920,2016,0,0,2,0,260,30
930,2016,289030,39761,4009,1264612,001,30
930,2016,27171,4418,674,119887,220,30
930,2016,43429,6246,458,186633,230,30
930,2016,74175,11125,383,319339,241,30
930,2016,49001,6473,93,201008,242,30
930,2016,45191,5445,37,186273,251,30
930,2016,11592,1479,4,51816,252,30
930,2016,0,0,0,0,254,30
930,2016,0,0,1,0,260,30
932,2016,565839,61656,3483,2458780,001,30
932,2016,23467,3401,1777,110971,212,30
932,2016,30931,4690,694,127118,220,30
932,2016,45106,6893,510,186436,230,30
932,2016,71506,9185,305,296191,241,30
932,2016,56613,7586,112,238790,242,30
932,2016,91184,8831,58,389697,251,30
932,2016,43103,4976,15,183430,252,30
932,2016,17902,2375,4,78279,254,30
932,2016,186027,13719,8,847868,260,30
933,2016,50654,2883,16,179611,001,30
933,2016,0,0,0,0,212,30
933,2016,0,0,1,0,220,30
933,2016,0,0,1,0,230,30
933,2016,1252,139,4,5534,241,30
933,2016,2544,319,4,10299,242,30
933,2016,0,0,2,0,251,30
942,2016,33458,3104,213,142567,001,30
933,2016,20732,926,3,55151,252,30
933,2016,0,0,0,0,254,30
933,2016,0,0,1,0,260,30
942,2016,1374,127,60,5590,212,30
942,2016,4047,488,71,16682,220,30
942,2016,5914,674,49,24685,230,30
942,2016,6586,803,26,28331,241,30
942,2016,3025,289,4,11793,242,30
942,2016,0,0,2,0,251,30
942,2016,0,0,1,0,252,30
942,2016,0,0,0,0,254,30
942,2016,0,0,0,0,260,30
001,2016,8970109,884450,54265,37715004,001,31
001,2016,411371,49891,29462,1997587,212,31
001,2016,547503,66815,10068,2362948,220,31
001,2016,791205,95360,7068,3403727,230,31
001,2016,1274004,148223,4963,5478288,241,31
001,2016,986923,101173,1492,4075589,242,31
001,2016,1359949,125483,839,5652156,251,31
001,2016,971631,83293,238,3981482,252,31
001,2016,849898,59532,87,3234838,254,31
001,2016,1777625,154680,48,7528389,260,31
910,2016,4835991,408730,12519,19806189,001,31
910,2016,108074,8739,4566,472733,212,31
910,2016,520053,42531,614,2065739,242,31
910,2016,185725,18234,2697,772288,220,31
910,2016,310210,31389,2305,1302898,230,31
910,2016,537152,51830,1731,2279357,241,31
910,2016,720471,59419,387,2947935,251,31
910,2016,633207,51731,144,2483563,252,31
910,2016,512047,32797,49,1892068,254,31
910,2016,1309052,112060,26,5589608,260,31
9111,2016,2046089,240307,24438,9080246,001,31
9111,2016,187382,23431,14335,954673,212,31
9111,2016,237548,29838,4501,1070245,220,31
9111,2016,312095,39898,2975,1383037,230,31
9111,2016,446784,56658,1906,1986393,241,31
9111,2016,255194,30749,463,1127590,242,31
9111,2016,322203,30411,207,1364050,251,31
9111,2016,124572,13120,37,547811,252,31
9111,2016,89301,8290,11,387916,254,31
9111,2016,71010,7912,3,258531,260,31
920,2016,194892,27009,6315,806261,001,31
920,2016,36187,7546,5031,193058,212,31
920,2016,26042,5212,819,112638,220,31
920,2016,21742,3648,284,91005,230,31
920,2016,23037,3826,127,95744,241,31
920,2016,17676,2594,38,77466,242,31
920,2016,18490,1783,12,81285,251,31
920,2016,0,0,2,0,252,31
920,2016,0,0,1,0,254,31
930,2016,45777,6338,963,187445,220,31
920,2016,0,0,1,0,260,31
930,2016,576035,74647,5499,2494200,001,31
930,2016,43578,4806,2853,218182,212,31
930,2016,72437,10764,782,311546,230,31
930,2016,134259,19308,647,567033,241,31
930,2016,75501,9984,153,312476,242,31
930,2016,92091,11275,77,378116,251,31
930,2016,52166,5217,16,221084,252,31
930,2016,26373,2897,5,112948,254,31
930,2016,33853,4058,3,185370,260,31
932,2016,1111578,118260,4973,4666754,001,31
932,2016,32123,5021,2532,141173,212,31
932,2016,44253,6319,960,182838,220,31
932,2016,60307,8149,611,250449,230,31
932,2016,110265,14693,486,455438,241,31
932,2016,93924,12866,190,394645,242,31
932,2016,155764,18270,127,658879,251,31
932,2016,145861,11822,36,656151,252,31
932,2016,145461,11724,16,537266,254,31
932,2016,323620,29396,15,1389915,260,31
933,2016,114331,7098,43,470212,001,31
933,2016,0,0,0,0,212,31
933,2016,0,0,0,0,220,31
933,2016,0,0,1,0,230,31
933,2016,3623,248,6,15515,241,31
933,2016,7934,854,11,34465,242,31
933,2016,29583,2689,18,126573,251,31
933,2016,11223,769,3,47151,252,31
942,2016,4027,348,145,17768,212,31
933,2016,61902,2522,4,246261,254,31
933,2016,0,0,0,0,260,31
942,2016,91193,8399,478,391142,001,31
942,2016,8158,874,128,37494,220,31
942,2016,14348,1496,110,64545,230,31
942,2016,18884,1660,60,78808,241,31
942,2016,16641,1595,23,63208,242,31
942,2016,21347,1636,11,95318,251,31
942,2016,0,0,0,0,252,31
942,2016,0,0,1,0,254,31
942,2016,0,0,0,0,260,31
001,2016,11672408,1165298,64815,49207817,001,32
001,2016,604821,55495,34740,3172207,212,32
001,2016,722941,79274,11829,3079847,220,32
001,2016,1052064,116439,8605,4472221,230,32
001,2016,1579938,179711,5976,6785148,241,32
001,2016,1318259,135682,1975,5461245,242,32
001,2016,1773358,174852,1174,7197167,251,32
001,2016,1028444,98523,285,4513933,252,32
001,2016,990594,90083,133,3965079,254,32
001,2016,2601989,235239,98,10560970,260,32
910,2016,6317891,562474,18127,25503925,001,32
910,2016,204712,13571,7951,991772,212,32
910,2016,249451,22699,3371,1024339,220,32
910,2016,429148,40122,2952,1716439,230,32
910,2016,668387,61587,2040,2801224,241,32
910,2016,699666,61064,870,2790825,242,32
910,2016,1063094,92839,627,4133094,251,32
910,2016,704220,59441,168,2825026,252,32
910,2016,623413,55552,83,2492903,254,32
910,2016,1675800,155599,65,6728303,260,32
9111,2016,395916,45564,3386,1765866,230,32
9111,2016,2650627,299817,28722,11868962,001,32
9111,2016,278852,25879,16994,1514251,212,32
9111,2016,317236,35275,5243,1399492,220,32
9111,2016,526774,65375,2192,2345155,241,32
9111,2016,313643,36722,548,1412414,242,32
9111,2016,348752,40985,275,1508785,251,32
9111,2016,150369,19299,56,639150,252,32
9111,2016,101776,13110,20,444422,254,32
9111,2016,217309,17608,8,839427,260,32
920,2016,485776,65376,5697,2105639,001,32
920,2016,37640,6250,3996,196668,212,32
920,2016,35293,6091,943,149491,220,32
920,2016,34305,5702,434,147046,230,32
920,2016,34672,5976,201,151936,241,32
920,2016,30776,5034,73,121314,242,32
920,2016,50154,5301,32,233602,251,32
920,2016,7311,1595,5,33482,252,32
920,2016,28883,4447,6,119018,254,32
920,2016,226742,24980,7,953082,260,32
930,2016,1647546,183790,9853,7326948,001,32
930,2016,64147,7582,4654,382487,212,32
930,2016,93802,11822,1768,395242,220,32
930,2016,157636,20883,1518,692263,230,32
930,2016,281161,38462,1273,1193760,241,32
930,2016,222463,25953,386,918051,242,32
930,2016,222877,26816,177,943557,251,32
932,2016,405272,40952,2275,1707274,001,32
930,2016,139024,15627,48,902203,252,32
930,2016,162639,11125,16,613611,254,32
930,2016,303797,25520,13,1285774,260,32
932,2016,18545,2152,1106,82431,212,32
932,2016,25748,3215,482,106013,220,32
932,2016,31757,3835,293,137973,230,32
932,2016,62116,7458,240,263176,241,32
932,2016,43606,6188,87,185528,242,32
932,2016,70968,7343,52,304805,251,32
932,2016,27520,2561,8,114072,252,32
932,2016,45425,2771,4,183545,254,32
932,2016,79587,5429,3,329731,260,32
933,2016,140604,9153,22,591152,001,32
933,2016,0,0,2,0,212,32
933,2016,376,55,7,1667,220,32
933,2016,0,0,0,0,230,32
933,2016,0,0,0,0,241,32
933,2016,2325,206,3,9649,242,32
933,2016,11549,766,5,46404,251,32
933,2016,0,0,0,0,252,32
933,2016,27591,2022,3,108067,254,32
933,2016,0,0,2,0,260,32
942,2016,24692,3736,119,103917,001,32
942,2016,916,60,37,3886,212,32
942,2016,1035,117,15,3603,220,32
942,2016,3302,333,22,12634,230,32
942,2016,6828,853,30,29897,241,32
942,2016,0,0,1,0,254,32
942,2016,5780,515,8,23464,242,32
942,2016,5964,802,6,26920,251,32
942,2016,0,0,0,0,252,32
942,2016,0,0,0,0,260,32
001,2016,6931211,594243,37868,29193307,001,33
001,2016,353259,34660,19713,1795570,212,33
001,2016,484047,50654,7541,2142356,220,33
001,2016,684331,68674,5081,3041735,230,33
001,2016,1083140,107090,3565,4746845,241,33
001,2016,813412,73677,1077,3465360,242,33
001,2016,1099968,96160,646,4551041,251,33
001,2016,784446,56779,169,3020081,252,33
001,2016,503401,33942,51,1940031,254,33
001,2016,1125207,72607,25,4490288,260,33
910,2016,3369946,235432,11116,13366267,001,33
910,2016,132456,8775,4549,603515,212,33
910,2016,193850,16596,2457,827310,220,33
910,2016,305319,25595,1880,1321206,230,33
910,2016,512470,28887,87,1886296,252,33
910,2016,474186,40054,1308,2001071,241,33
910,2016,394396,30680,447,1590562,242,33
910,2016,668943,53621,355,2640204,251,33
910,2016,359674,18688,28,1320774,254,33
910,2016,328652,12536,5,1175329,260,33
9111,2016,1648003,159440,10100,7647830,001,33
9111,2016,94084,8773,4955,552133,212,33
9111,2016,143379,14131,2073,673598,220,33
9111,2016,193995,19676,1458,938525,230,33
9111,2016,342290,33101,1113,1602367,241,33
9111,2016,231883,21599,325,1093507,242,33
9111,2016,208688,18984,129,967258,251,33
9111,2016,78437,11599,33,329856,252,33
9111,2016,49989,6031,9,225495,254,33
9111,2016,305258,25546,5,1265091,260,33
920,2016,251291,34249,7560,1134750,001,33
920,2016,55920,8943,5665,282093,212,33
920,2016,47394,7711,1189,209442,220,33
920,2016,40937,6331,491,179975,230,33
920,2016,30338,4793,171,134958,241,33
920,2016,13981,1835,27,58496,242,33
920,2016,9175,1361,10,42887,251,33
920,2016,24632,1614,5,104473,252,33
920,2016,0,0,1,0,254,33
920,2016,0,0,1,0,260,33
930,2016,529694,63501,5595,2289250,001,33
930,2016,129167,17758,594,556309,241,33
930,2016,40972,5004,2962,223771,212,33
930,2016,53574,7212,1072,239356,220,33
930,2016,78830,10141,743,333562,230,33
930,2016,98866,10560,149,407594,242,33
930,2016,94717,9024,64,398802,251,33
930,2016,32954,3002,10,126855,252,33
930,2016,0,0,1,0,254,33
930,2016,0,0,0,0,260,33
932,2016,1073796,97019,3341,4517170,001,33
932,2016,28805,3034,1531,129331,212,33
932,2016,43875,4700,707,184285,220,33
932,2016,63024,6583,485,259820,230,33
932,2016,104150,10677,358,439868,241,33
932,2016,67997,8392,120,287538,242,33
932,2016,113930,12653,84,483197,251,33
932,2016,123745,11069,32,518873,252,33
932,2016,62143,6511,10,269347,254,33
932,2016,466127,33400,14,1944911,260,33
933,2016,31069,2164,79,120865,001,33
001,2016,55177550,3636293,231974,214757817,001,34
001,2016,2257302,224559,131266,11538046,212,34
001,2016,2828143,275037,41578,12108777,220,34
001,2016,3951193,368068,27331,16809322,230,34
001,2016,6868362,593226,19693,28725165,241,34
001,2016,6308385,452374,6556,25123006,242,34
001,2016,8816416,608704,3966,34768969,251,34
001,2016,6225035,324266,974,22873503,252,34
001,2016,5065665,223383,337,18112102,254,34
001,2016,12857049,566676,273,44698927,260,34
910,2016,32602971,1553061,64335,116126065,001,34
910,2016,779272,53997,30031,3669529,212,34
910,2016,1099181,83534,12561,4357035,220,34
910,2016,1574832,122489,9071,6318806,230,34
910,2016,3078000,214504,7069,12133565,241,34
910,2016,3412816,187904,2701,12579685,242,34
910,2016,5615600,315447,2034,20917964,251,34
910,2016,4386016,181336,539,15176927,252,34
910,2016,3905706,128253,194,13074302,254,34
910,2016,8751548,265597,135,27898252,260,34
9111,2016,2208294,199384,6693,9983732,241,34
9111,2016,10240271,933199,79260,46844955,001,34
9111,2016,805500,78814,45278,4359096,212,34
9111,2016,988247,96646,14595,4563598,220,34
9111,2016,1379649,128657,9566,6315206,230,34
9111,2016,1589695,133318,1953,7106585,242,34
9111,2016,1566923,133696,885,6973964,251,34
9111,2016,785002,67010,205,3327583,252,34
9111,2016,327681,36792,55,1495800,254,34
9111,2016,589280,58882,30,2719391,260,34
920,2016,1372568,152832,33230,6011571,001,34
920,2016,243703,40867,26326,1248999,212,34
920,2016,182802,28341,4420,786713,220,34
920,2016,141659,20638,1588,610450,230,34
920,2016,159449,17364,605,637144,241,34
920,2016,99890,11124,159,422632,242,34
920,2016,175500,13443,93,683013,251,34
920,2016,150304,7427,24,531852,252,34
920,2016,130393,6006,9,709508,254,34
920,2016,88868,7622,6,381260,260,34
930,2016,5949283,548773,41240,25031918,001,34
930,2016,331318,39294,23473,1775591,212,34
930,2016,399907,47636,7197,1745291,220,34
930,2016,618882,66759,4912,2591974,230,34
930,2016,1038592,115179,3813,4402741,241,34
930,2016,788152,75835,1104,3284709,242,34
930,2016,907599,86139,568,3902427,251,34
932,2016,4538714,418719,13502,18772293,001,34
930,2016,533951,34763,107,2307890,252,34
930,2016,376395,21782,34,1505306,254,34
930,2016,954487,61386,32,3515989,260,34
932,2016,94357,11365,6017,443842,212,34
932,2016,151376,18427,2734,630486,220,34
932,2016,222308,28514,2116,917319,230,34
932,2016,365772,44712,1444,1501038,241,34
932,2016,406184,43013,623,1679703,242,34
932,2016,533483,58503,375,2216330,251,34
932,2016,300540,30837,91,1233239,252,34
932,2016,285536,28178,41,1162256,254,34
932,2016,2179158,155170,61,8988080,260,34
933,2016,309025,18639,15,1242416,001,34
933,2016,0,0,0,0,212,34
933,2016,0,0,0,0,220,34
933,2016,0,0,22,0,212,33
933,2016,0,0,36,0,220,33
933,2016,0,0,11,0,230,33
933,2016,0,0,8,0,241,33
933,2016,0,0,0,0,242,33
933,2016,0,0,0,0,251,33
933,2016,0,0,0,0,252,33
933,2016,0,0,2,0,254,33
942,2016,1460,186,13,5540,230,33
933,2016,0,0,0,0,260,33
942,2016,27412,2438,77,117175,001,33
942,2016,470,44,29,2260,212,33
942,2016,505,37,7,1953,220,33
942,2016,1965,435,13,7338,241,33
942,2016,6289,611,9,27663,242,33
942,2016,4515,517,4,18693,251,33
942,2016,0,0,2,0,252,33
942,2016,0,0,0,0,254,33
942,2016,0,0,0,0,260,33
933,2016,0,0,2,0,230,34
933,2016,0,0,0,0,241,34
933,2016,0,0,0,0,242,34
933,2016,0,0,1,0,251,34
933,2016,21786,1143,3,87086,252,34
933,2016,0,0,1,0,254,34
933,2016,275703,16805,8,1108586,260,34
942,2016,164718,11070,392,728599,001,34
942,2016,3152,222,141,40989,212,34
942,2016,6630,453,71,25654,220,34
942,2016,13480,976,76,54185,230,34
942,2016,0,0,5,0,252,34
942,2016,18255,2083,69,66945,241,34
942,2016,11648,1180,16,49692,242,34
942,2016,13145,1366,10,57823,251,34
942,2016,0,0,3,0,254,34
942,2016,0,0,1,0,260,34
001,2016,6065630,628723,43771,25029224,001,35
001,2016,346735,40022,22600,1639272,212,35
001,2016,461133,57372,8605,1945946,220,35
001,2016,697828,85080,6278,2928014,230,35
001,2016,1060718,126572,4196,4424464,241,35
001,2016,681939,82601,1215,2854792,242,35
001,2016,875338,95358,646,3695967,251,35
001,2016,635247,55896,166,2414096,252,35
001,2016,362048,32571,47,1453721,254,35
001,2016,944644,53251,18,3672952,260,35
910,2016,2868626,262068,11717,11447975,001,35
910,2016,109061,8582,4306,462580,212,35
910,2016,172039,18336,2713,706980,220,35
910,2016,289440,30072,2226,1184450,230,35
910,2016,462680,45173,1488,1878398,241,35
910,2016,322218,34879,509,1307631,242,35
001,2016,144956739,8178455,544073,521872694,001,36
001,2016,5270899,537545,326480,27583728,212,36
001,2016,6030634,599192,90674,25830769,220,36
001,2016,8820638,813887,60294,36917295,230,36
001,2016,15808713,1247978,41357,62684943,241,36
910,2016,80043037,3115859,172732,252051591,001,36
910,2016,487113,50497,338,1975931,251,35
001,2016,14025965,939037,13673,54554077,242,36
001,2016,21166399,1176521,7758,77792092,251,36
001,2016,15990890,787737,2291,56330196,252,36
001,2016,14824023,641080,943,49534300,254,36
001,2016,43018578,1435478,603,130645294,260,36
910,2016,1878740,167252,98683,8523848,212,36
910,2016,2184592,194998,29535,8718232,220,36
910,2016,3409608,271351,20071,13339108,230,36
910,2016,6923801,430312,14214,24862552,241,36
